row_index,new_name,PlantCode,plant_name,plant_pmax_mw,eia_pm,target_type,promoted,reason,eha_plant_mode
279,Edward C Hyatt_5,437,Edward C Hyatt,644.1,HY,HydroTurbine,true,plant aggregate Pmax 644.1 MW >= 100 MW threshold,
280,Edward C Hyatt_6,437,Edward C Hyatt,644.1,PS,HydroPumpTurbine,true,plant aggregate Pmax 644.1 MW >= 100 MW threshold,
281,Don Pedro_1,439,Don Pedro,170.8,HY,HydroTurbine,true,plant aggregate Pmax 170.8 MW >= 100 MW threshold,
282,Don Pedro_2,439,Don Pedro,170.8,HY,HydroTurbine,true,plant aggregate Pmax 170.8 MW >= 100 MW threshold,
283,Don Pedro_3,439,Don Pedro,170.8,HY,HydroTurbine,true,plant aggregate Pmax 170.8 MW >= 100 MW threshold,
284,Don Pedro_4,439,Don Pedro,170.8,HY,HydroTurbine,true,plant aggregate Pmax 170.8 MW >= 100 MW threshold,
285,Folsom_1,441,Folsom,198.6,HY,HydroTurbine,true,plant aggregate Pmax 198.6 MW >= 100 MW threshold,
286,Folsom_2,441,Folsom,198.6,HY,HydroTurbine,true,plant aggregate Pmax 198.6 MW >= 100 MW threshold,
287,Folsom_3,441,Folsom,198.6,HY,HydroTurbine,true,plant aggregate Pmax 198.6 MW >= 100 MW threshold,
288,Judge F Carr_1,442,Judge F Carr,154.4,HY,HydroTurbine,true,plant aggregate Pmax 154.4 MW >= 100 MW threshold,
289,Judge F Carr_2,442,Judge F Carr,154.4,HY,HydroTurbine,true,plant aggregate Pmax 154.4 MW >= 100 MW threshold,
290,Keswick_1,443,Keswick,117.0,HY,HydroTurbine,true,plant aggregate Pmax 117.0 MW >= 100 MW threshold,
291,Keswick_2,443,Keswick,117.0,HY,HydroTurbine,true,plant aggregate Pmax 117.0 MW >= 100 MW threshold,
292,Keswick_3,443,Keswick,117.0,HY,HydroTurbine,true,plant aggregate Pmax 117.0 MW >= 100 MW threshold,
293,Nimbus_1,444,Nimbus,13.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 13.4 MW < 100 MW and unit is not PS,
294,Nimbus_2,444,Nimbus,13.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 13.4 MW < 100 MW and unit is not PS,
295,Shasta_1,445,Shasta,714.0,HY,HydroTurbine,true,plant aggregate Pmax 714.0 MW >= 100 MW threshold,
296,Shasta_2,445,Shasta,714.0,HY,HydroTurbine,true,plant aggregate Pmax 714.0 MW >= 100 MW threshold,
297,Shasta_3,445,Shasta,714.0,HY,HydroTurbine,true,plant aggregate Pmax 714.0 MW >= 100 MW threshold,
298,Shasta_4,445,Shasta,714.0,HY,HydroTurbine,true,plant aggregate Pmax 714.0 MW >= 100 MW threshold,
299,Shasta_5,445,Shasta,714.0,HY,HydroTurbine,true,plant aggregate Pmax 714.0 MW >= 100 MW threshold,
300,Shasta_S1,445,Shasta,714.0,HY,HydroTurbine,true,plant aggregate Pmax 714.0 MW >= 100 MW threshold,
301,Shasta_S2,445,Shasta,714.0,HY,HydroTurbine,true,plant aggregate Pmax 714.0 MW >= 100 MW threshold,
302,Parker Dam_1,447,Parker Dam,120.0,HY,HydroTurbine,true,plant aggregate Pmax 120.0 MW >= 100 MW threshold,
303,Parker Dam_2,447,Parker Dam,120.0,HY,HydroTurbine,true,plant aggregate Pmax 120.0 MW >= 100 MW threshold,
304,Parker Dam_3,447,Parker Dam,120.0,HY,HydroTurbine,true,plant aggregate Pmax 120.0 MW >= 100 MW threshold,
305,Parker Dam_4,447,Parker Dam,120.0,HY,HydroTurbine,true,plant aggregate Pmax 120.0 MW >= 100 MW threshold,
306,W R Gianelli_1,448,W R Gianelli,424.0,PS,HydroPumpTurbine,true,plant aggregate Pmax 424.0 MW >= 100 MW threshold,
307,W R Gianelli_2,448,W R Gianelli,424.0,PS,HydroPumpTurbine,true,plant aggregate Pmax 424.0 MW >= 100 MW threshold,
308,W R Gianelli_3,448,W R Gianelli,424.0,PS,HydroPumpTurbine,true,plant aggregate Pmax 424.0 MW >= 100 MW threshold,
309,W R Gianelli_4,448,W R Gianelli,424.0,PS,HydroPumpTurbine,true,plant aggregate Pmax 424.0 MW >= 100 MW threshold,
310,W R Gianelli_5,448,W R Gianelli,424.0,PS,HydroPumpTurbine,true,plant aggregate Pmax 424.0 MW >= 100 MW threshold,
311,W R Gianelli_6,448,W R Gianelli,424.0,PS,HydroPumpTurbine,true,plant aggregate Pmax 424.0 MW >= 100 MW threshold,
312,W R Gianelli_7,448,W R Gianelli,424.0,PS,HydroPumpTurbine,true,plant aggregate Pmax 424.0 MW >= 100 MW threshold,
313,W R Gianelli_8,448,W R Gianelli,424.0,PS,HydroPumpTurbine,true,plant aggregate Pmax 424.0 MW >= 100 MW threshold,
314,Spring Creek_1,450,Spring Creek,180.0,HY,HydroTurbine,true,plant aggregate Pmax 180.0 MW >= 100 MW threshold,
315,Spring Creek_2,450,Spring Creek,180.0,HY,HydroTurbine,true,plant aggregate Pmax 180.0 MW >= 100 MW threshold,
316,Trinity_1,451,Trinity,140.0,HY,HydroTurbine,true,plant aggregate Pmax 140.0 MW >= 100 MW threshold,
317,Trinity_2,451,Trinity,140.0,HY,HydroTurbine,true,plant aggregate Pmax 140.0 MW >= 100 MW threshold,
318,Colgate_1,454,Colgate,315.0,HY,HydroTurbine,true,plant aggregate Pmax 315.0 MW >= 100 MW threshold,
319,Colgate_2,454,Colgate,315.0,HY,HydroTurbine,true,plant aggregate Pmax 315.0 MW >= 100 MW threshold,
320,Bear Valley_HC1,457,Bear Valley,1.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.4 MW < 100 MW and unit is not PS,
321,Bear Valley_HC2,457,Bear Valley,1.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.4 MW < 100 MW and unit is not PS,
322,Temescal_1,479,Temescal,2.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 2.9 MW < 100 MW and unit is not PS,
323,Corona_1,480,Corona,2.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 2.9 MW < 100 MW and unit is not PS,
324,Perris_1,481,Perris,7.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 7.9 MW < 100 MW and unit is not PS,
325,Rio Hondo_1,482,Rio Hondo,1.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.9 MW < 100 MW and unit is not PS,
326,Coyote Creek_1,483,Coyote Creek,3.1,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.1 MW < 100 MW and unit is not PS,
327,Valley View_1,487,Valley View,4.1,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 4.1 MW < 100 MW and unit is not PS,
328,Jones Fork_1,534,Jones Fork,10.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 10.0 MW < 100 MW and unit is not PS,
329,Camanche_1,537,Camanche,10.8,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 10.8 MW < 100 MW and unit is not PS,
330,Camanche_2,537,Camanche,10.8,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 10.8 MW < 100 MW and unit is not PS,
331,Camanche_3,537,Camanche,10.8,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 10.8 MW < 100 MW and unit is not PS,
332,Drop 1_1,585,Drop 1,5.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.7 MW < 100 MW and unit is not PS,
333,Drop 1_2,585,Drop 1,5.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.7 MW < 100 MW and unit is not PS,
334,Drop 1_3,585,Drop 1,5.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.7 MW < 100 MW and unit is not PS,
335,East Highline_1,586,East Highline,2.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 2.4 MW < 100 MW and unit is not PS,
336,Oak Flat_1,626,Oak Flat,1.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.4 MW < 100 MW and unit is not PS,
337,Newcastle_1,632,Newcastle,12.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 12.7 MW < 100 MW and unit is not PS,
338,Kerckhoff 2_1,682,Kerckhoff 2,139.5,HY,HydroTurbine,true,plant aggregate Pmax 139.5 MW >= 100 MW threshold,
339,Etiwanda_1,745,Etiwanda,23.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 23.9 MW < 100 MW and unit is not PS,
340,Sly Creek_1,776,Sly Creek,12.1,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 12.1 MW < 100 MW and unit is not PS,
341,Scott Flat_7P,839,Scott Flat,1.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.0 MW < 100 MW and unit is not PS,
343,Alamo_1,905,Alamo,19.6,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 19.6 MW < 100 MW and unit is not PS,
352,New Melones_1,6158,New Melones,300.0,HY,HydroTurbine,true,plant aggregate Pmax 300.0 MW >= 100 MW threshold,
353,New Melones_2,6158,New Melones,300.0,HY,HydroTurbine,true,plant aggregate Pmax 300.0 MW >= 100 MW threshold,
354,W E Warne_1,6196,W E Warne,74.2,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 74.2 MW < 100 MW and unit is not PS,
355,W E Warne_2,6196,W E Warne,74.2,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 74.2 MW < 100 MW and unit is not PS,
359,Azusa_1,6449,Azusa,3.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.0 MW < 100 MW and unit is not PS,
360,San Francisquito 2_1,6480,San Francisquito 2,46.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 46.0 MW < 100 MW and unit is not PS,
361,San Francisquito 2_2,6480,San Francisquito 2,46.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 46.0 MW < 100 MW and unit is not PS,
362,San Francisquito 2_3,6480,San Francisquito 2,46.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 46.0 MW < 100 MW and unit is not PS,
369,Union Valley_1,6612,Union Valley,38.6,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 38.6 MW < 100 MW and unit is not PS,
370,Greg Avenue_1,6643,Greg Avenue,1.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.0 MW < 100 MW and unit is not PS,
371,Lake Mathews_1,6644,Lake Mathews,4.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 4.9 MW < 100 MW and unit is not PS,
372,Foothill Feeder_1,6645,Foothill Feeder,9.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 9.0 MW < 100 MW and unit is not PS,
373,Foothill Feeder_2,6645,Foothill Feeder,9.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 9.0 MW < 100 MW and unit is not PS,
374,San Dimas_1,6646,San Dimas,9.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 9.9 MW < 100 MW and unit is not PS,
375,Yorba Linda_1,6647,Yorba Linda,5.1,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.1 MW < 100 MW and unit is not PS,
376,Stampede_1,7066,Stampede,3.6,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.6 MW < 100 MW and unit is not PS,
377,Stampede_2,7066,Stampede,3.6,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.6 MW < 100 MW and unit is not PS,
378,Mojave Siphon_1,7072,Mojave Siphon,32.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 32.7 MW < 100 MW and unit is not PS,
379,Mojave Siphon_2,7072,Mojave Siphon,32.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 32.7 MW < 100 MW and unit is not PS,
380,Mojave Siphon_3,7072,Mojave Siphon,32.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 32.7 MW < 100 MW and unit is not PS,
381,Thermalito Diverson Dam_TD1,7129,Thermalito Diverson Dam,3.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.4 MW < 100 MW and unit is not PS,
382,Mill Creek 3_3,7147,Mill Creek 3,3.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.0 MW < 100 MW and unit is not PS,
383,Mill Creek 3_4,7147,Mill Creek 3,3.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.0 MW < 100 MW and unit is not PS,
384,Mill Creek 3_5,7147,Mill Creek 3,3.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.0 MW < 100 MW and unit is not PS,
385,Stony Gorge_1,7151,Stony Gorge,5.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.0 MW < 100 MW and unit is not PS,
386,Stony Gorge_2,7151,Stony Gorge,5.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.0 MW < 100 MW and unit is not PS,
387,Whiskeytown_1,7189,Whiskeytown,3.5,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.5 MW < 100 MW and unit is not PS,
405,Grizzly_NA1,7338,Grizzly,22.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 22.0 MW < 100 MW and unit is not PS,
416,Deadwood Creek_1,7507,Deadwood Creek,2.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 2.0 MW < 100 MW and unit is not PS,
429,Pine Flat_1,7907,Pine Flat,165.0,HY,HydroTurbine,true,plant aggregate Pmax 165.0 MW >= 100 MW threshold,
430,Pine Flat_2,7907,Pine Flat,165.0,HY,HydroTurbine,true,plant aggregate Pmax 165.0 MW >= 100 MW threshold,
431,Pine Flat_3,7907,Pine Flat,165.0,HY,HydroTurbine,true,plant aggregate Pmax 165.0 MW >= 100 MW threshold,
432,Kern Canyon_1,7911,Kern Canyon,9.5,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 9.5 MW < 100 MW and unit is not PS,
433,Diamond Valley Lake_10,7942,Diamond Valley Lake,29.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.7 MW < 100 MW and unit is not PS,
434,Diamond Valley Lake_11,7942,Diamond Valley Lake,29.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.7 MW < 100 MW and unit is not PS,
435,Diamond Valley Lake_12,7942,Diamond Valley Lake,29.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.7 MW < 100 MW and unit is not PS,
436,Diamond Valley Lake_2,7942,Diamond Valley Lake,29.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.7 MW < 100 MW and unit is not PS,
437,Diamond Valley Lake_3,7942,Diamond Valley Lake,29.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.7 MW < 100 MW and unit is not PS,
438,Diamond Valley Lake_4,7942,Diamond Valley Lake,29.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.7 MW < 100 MW and unit is not PS,
439,Diamond Valley Lake_6,7942,Diamond Valley Lake,29.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.7 MW < 100 MW and unit is not PS,
440,Diamond Valley Lake_7,7942,Diamond Valley Lake,29.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.7 MW < 100 MW and unit is not PS,
441,Diamond Valley Lake_8,7942,Diamond Valley Lake,29.7,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.7 MW < 100 MW and unit is not PS,
459,Gosselin Hydro Plant_GEN1,10128,Gosselin Hydro Plant,2.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 2.0 MW < 100 MW and unit is not PS,
460,Gosselin Hydro Plant_GEN2,10128,Gosselin Hydro Plant,2.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 2.0 MW < 100 MW and unit is not PS,
461,Isabella Hydro Project_GEN1,10139,Isabella Hydro Project,11.8,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 11.8 MW < 100 MW and unit is not PS,
462,Isabella Hydro Project_GEN2,10139,Isabella Hydro Project,11.8,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 11.8 MW < 100 MW and unit is not PS,
500,Muck Valley Hydroelectric_GEN1,10458,Muck Valley Hydroelectric,29.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 29.9 MW < 100 MW and unit is not PS,
530,Lost Creek I_GEN1,10708,Lost Creek I,1.1,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.1 MW < 100 MW and unit is not PS,
531,Ponderosa Bailey Creek_GEN1,10709,Ponderosa Bailey Creek,1.1,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.1 MW < 100 MW and unit is not PS,
557,Bidwell Ditch Project_GEN1,10880,Bidwell Ditch Project,1.8,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.8 MW < 100 MW and unit is not PS,
561,Rio Bravo Hydro Project_UNT2,50037,Rio Bravo Hydro Project,7.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 7.0 MW < 100 MW and unit is not PS,
572,Santa Felicia Dam_UNT1,50076,Santa Felicia Dam,1.3,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.3 MW < 100 MW and unit is not PS,
573,Santa Felicia Dam_UNT2,50076,Santa Felicia Dam,1.3,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.3 MW < 100 MW and unit is not PS,
584,R E Badger Filtration Plant_1,50147,R E Badger Filtration Plant,1.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.4 MW < 100 MW and unit is not PS,
585,Bear Creek_GEN1,50156,Bear Creek,3.2,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 3.2 MW < 100 MW and unit is not PS,
587,Box Canyon Dam_GEN1,50179,Box Canyon Dam,5.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.0 MW < 100 MW and unit is not PS,
588,Box Canyon Dam_GEN2,50179,Box Canyon Dam,5.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.0 MW < 100 MW and unit is not PS,
589,Olsen_GEN1,50180,Olsen,5.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.0 MW < 100 MW and unit is not PS,
600,Woodward Power Plant_U1,50218,Woodward Power Plant,2.8,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 2.8 MW < 100 MW and unit is not PS,
601,Nelson Creek_1296,50223,Nelson Creek,1.2,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.2 MW < 100 MW and unit is not PS,
613,East Portal Generator_GEN1,50375,East Portal Generator,1.2,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.2 MW < 100 MW and unit is not PS,
616,Friant Hydro Facility_FR1,50393,Friant Hydro Facility,37.5,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 37.5 MW < 100 MW and unit is not PS,
617,Friant Hydro Facility_M1,50393,Friant Hydro Facility,37.5,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 37.5 MW < 100 MW and unit is not PS,
618,Friant Hydro Facility_RO1,50393,Friant Hydro Facility,37.5,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 37.5 MW < 100 MW and unit is not PS,
619,Friant Hydro Facility_RO2,50393,Friant Hydro Facility,37.5,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 37.5 MW < 100 MW and unit is not PS,
620,Sand Bar Power Plant_GEN1,50400,Sand Bar Power Plant,16.2,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 16.2 MW < 100 MW and unit is not PS,
627,Gas Utilization Facility_3,50492,Gas Utilization Facility,1.5,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.5 MW < 100 MW and unit is not PS,
695,Slate Creek_GEN1,50961,Slate Creek,4.2,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 4.2 MW < 100 MW and unit is not PS,
756,San Gabriel Hydro Project_U1,54017,San Gabriel Hydro Project,5.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.0 MW < 100 MW and unit is not PS,
757,San Gabriel Hydro Project_U2,54017,San Gabriel Hydro Project,5.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.0 MW < 100 MW and unit is not PS,
768,Three Forks Water Power Project_1,54308,Three Forks Water Power Project,1.3,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.3 MW < 100 MW and unit is not PS,
771,Terminus Hydroelectric Project_GEN1,54343,Terminus Hydroelectric Project,20.1,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 20.1 MW < 100 MW and unit is not PS,
780,Spicer Meadow Project_GEN1,54554,Spicer Meadow Project,5.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.9 MW < 100 MW and unit is not PS,
781,Spicer Meadow Project_GEN2,54554,Spicer Meadow Project,5.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.9 MW < 100 MW and unit is not PS,
782,Spicer Meadow Project_GEN3,54554,Spicer Meadow Project,5.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 5.9 MW < 100 MW and unit is not PS,
791,Kekawaka Power House_KEK1,54654,Kekawaka Power House,4.9,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 4.9 MW < 100 MW and unit is not PS,
937,Springville Hydroelectric_4152,56125,Springville Hydroelectric,1.0,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.0 MW < 100 MW and unit is not PS,
1009,Rancho Penasquitos_G100,56615,Rancho Penasquitos,4.6,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 4.6 MW < 100 MW and unit is not PS,
1190,Siphon Drop Power Plant_1,57364,Siphon Drop Power Plant,4.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 4.4 MW < 100 MW and unit is not PS,
1191,Siphon Drop Power Plant_2,57364,Siphon Drop Power Plant,4.4,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 4.4 MW < 100 MW and unit is not PS,
1303,Lake Hodges Hydroelectric Facility_1,57729,Lake Hodges Hydroelectric Facility,42.0,PS,HydroPumpTurbine,true,PS (pumped storage) unit promoted regardless of capacity; plant aggregate Pmax 42.0 MW < 100 MW,
1304,Lake Hodges Hydroelectric Facility_2,57729,Lake Hodges Hydroelectric Facility,42.0,PS,HydroPumpTurbine,true,PS (pumped storage) unit promoted regardless of capacity; plant aggregate Pmax 42.0 MW < 100 MW,
1350,North Hollywood_1PT1,57854,North Hollywood,2.3,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 2.3 MW < 100 MW and unit is not PS,
1351,North Hollywood_2T3,57854,North Hollywood,2.3,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 2.3 MW < 100 MW and unit is not PS,
1755,Baker Creek Hydroelectric_GENE1,59428,Baker Creek Hydroelectric,1.5,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.5 MW < 100 MW and unit is not PS,
1756,Baker Creek Hydroelectric_GENE2,59428,Baker Creek Hydroelectric,1.5,HY,HydroTurbine,false,not promoted: plant aggregate Pmax 1.5 MW < 100 MW and unit is not PS,
