row_index,new_name,FuelType,current_pm,eia_pm,changed
423,SCA Cogen 2_CT1B,Natural Gas Fired Combined Cycle,CT,CT,false
424,SCA Cogen 2_CT1C,Natural Gas Fired Combustion Turbine,GT,GT,false
425,SPA Cogen 3_CCCT,Natural Gas Fired Combined Cycle,CT,CT,false
426,SPA Cogen 3_CCST,Natural Gas Fired Combined Cycle,CT,CA,true
427,Rockwood_1,Natural Gas Fired Combustion Turbine,GT,GT,false
428,Rockwood_2,Petroleum Liquids,IC,GT,true
429,Pine Flat_1,Conventional Hydroelectric,HA,HY,true
430,Pine Flat_2,Conventional Hydroelectric,HA,HY,true
431,Pine Flat_3,Conventional Hydroelectric,HA,HY,true
432,Kern Canyon_1,Conventional Hydroelectric,HA,HY,true
433,Diamond Valley Lake_10,Conventional Hydroelectric,HA,HY,true
434,Diamond Valley Lake_11,Conventional Hydroelectric,HA,HY,true
435,Diamond Valley Lake_12,Conventional Hydroelectric,HA,HY,true
436,Diamond Valley Lake_2,Conventional Hydroelectric,HA,HY,true
437,Diamond Valley Lake_3,Conventional Hydroelectric,HA,HY,true
438,Diamond Valley Lake_4,Conventional Hydroelectric,HA,HY,true
439,Diamond Valley Lake_6,Conventional Hydroelectric,HA,HY,true
440,Diamond Valley Lake_7,Conventional Hydroelectric,HA,HY,true
441,Diamond Valley Lake_8,Conventional Hydroelectric,HA,HY,true
442,Lake One_L1,Natural Gas Fired Combustion Turbine,GT,GT,false
443,Ellwood_1,Natural Gas Fired Combustion Turbine,GT,GT,false
444,Dinosaur Point_WTGS,Onshore Wind Turbine,WT,WT,false
445,Encina Water Pollution Control_EG10,Other Waste Biomass,ST,IC,true
446,Encina Water Pollution Control_EG20,Other Waste Biomass,ST,IC,true
447,Encina Water Pollution Control_EG30,Other Waste Biomass,ST,IC,true
448,Encina Water Pollution Control_EG40,Other Waste Biomass,ST,IC,true
449,Gilroy Power Plant_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
450,Gilroy Power Plant_GEN2,Natural Gas Fired Combined Cycle,CT,CA,true
451,Kaweah Delta District Hospital_KDHT1,Natural Gas Fired Combustion Turbine,GT,GT,false
452,Fairhaven Power_GEN1,Wood/Wood Waste Biomass,ST,ST,false
453,Total Energy Facilities_G2,Other Waste Biomass,ST,CT,true
454,Total Energy Facilities_G3,Other Waste Biomass,ST,CT,true
455,Total Energy Facilities_GEN1,Other Waste Biomass,ST,CT,true
456,Total Energy Facilities_GEN4,Other Waste Biomass,ST,CA,true
457,Frito-Lay Cogen Plant_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
458,Grossmont Hospital_GEN3,Natural Gas Fired Combustion Turbine,GT,GT,false
459,Gosselin Hydro Plant_GEN1,Conventional Hydroelectric,HA,HY,true
460,Gosselin Hydro Plant_GEN2,Conventional Hydroelectric,HA,HY,true
461,Isabella Hydro Project_GEN1,Conventional Hydroelectric,HA,HY,true
462,Isabella Hydro Project_GEN2,Conventional Hydroelectric,HA,HY,true
463,Sierra Pacific Lincoln Facility_GEN4,Wood/Wood Waste Biomass,ST,ST,false
464,Carson Cogeneration_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
465,Carson Cogeneration_GEN2,Natural Gas Fired Combined Cycle,CT,CA,true
466,Childrens Hospital_1711,Natural Gas Fired Combustion Turbine,GT,GT,false
467,Childrens Hospital_5083,Petroleum Liquids,IC,IC,false
468,Childrens Hospital_5084,Petroleum Liquids,IC,IC,false
469,Childrens Hospital_5085,Petroleum Liquids,IC,IC,false
470,Tehachapi Wind Resource I_EXIS,Onshore Wind Turbine,WT,WT,false
471,Loma Linda University Cogen_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
472,Loma Linda University Cogen_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
473,El Segundo Cogen_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
474,El Segundo Cogen_GEN2,Natural Gas Fired Combined Cycle,CT,CT,false
475,El Segundo Cogen_GEN5,Natural Gas Fired Combined Cycle,CT,CT,false
476,El Segundo Cogen_GEN6,Natural Gas Fired Combined Cycle,CT,CA,true
477,El Segundo Cogen_GEN7,Natural Gas Fired Combined Cycle,CT,CT,false
478,El Segundo Cogen_GEN8,Natural Gas Fired Combined Cycle,CT,CA,true
479,Big Valley Power LLC_IS27,Wood/Wood Waste Biomass,ST,ST,false
480,King City Power Plant_GTG,Natural Gas Fired Combined Cycle,CT,CT,false
481,King City Power Plant_STG,Natural Gas Fired Combined Cycle,CT,CA,true
482,Desert View Power_GEN1,Wood/Wood Waste Biomass,ST,ST,false
483,Greenleaf 2 Power Plant_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
484,Sycamore Energy LLC_1A,Landfill Gas,OT,GT,true
485,Sycamore Energy LLC_2A,Landfill Gas,OT,GT,true
486,Sycamore Energy LLC_3,Landfill Gas,OT,GT,true
487,Kingsburg Cogen_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
488,Kingsburg Cogen_GEN2,Natural Gas Fired Combined Cycle,CT,CA,true
489,New-Indy Ontario Mill_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
490,New-Indy Ontario Mill_GEN3,Natural Gas Fired Combustion Turbine,GT,GT,false
491,Sunray 2_SUN2,Solar Photovoltaic,PVe,PVe,false
492,Sunray 3_SUN3,Solar Photovoltaic,PVe,PVe,false
493,SEGS III_GEN1,Solar Thermal without Energy Storage,PVe,ST,true
494,SEGS IV_GEN1,Solar Thermal without Energy Storage,PVe,ST,true
495,SEGS V_GEN1,Solar Thermal without Energy Storage,PVe,ST,true
496,SEGS VI_GEN1,Solar Thermal without Energy Storage,PVe,ST,true
497,SEGS VII_GEN1,Solar Thermal without Energy Storage,PVe,ST,true
498,SEGS VIII_GEN1,Solar Thermal without Energy Storage,PVe,ST,true
499,SEGS IX_GEN1,Solar Thermal without Energy Storage,PVe,ST,true
500,Muck Valley Hydroelectric_GEN1,Conventional Hydroelectric,HA,HY,true
501,Puente Hills Energy Recovery_GEN1,Landfill Gas,OT,ST,true
502,Ples I_T101,Geothermal,ST,BT,true
503,Ples I_T102,Geothermal,ST,BT,true
504,Ples I_T103,Geothermal,ST,BT,true
505,Mammoth Pacific I_GEN1,Geothermal,ST,BT,true
506,Mammoth Pacific I_GEN2,Geothermal,ST,BT,true
507,Mammoth Pacific II_1,Geothermal,ST,BT,true
508,Mammoth Pacific II_2,Geothermal,ST,BT,true
509,Mammoth Pacific II_3,Geothermal,ST,BT,true
510,Kern River Cogeneration_GTAG,Natural Gas Fired Combustion Turbine,GT,GT,false
511,Kern River Cogeneration_GTBG,Natural Gas Fired Combustion Turbine,GT,GT,false
512,Kern River Cogeneration_GTCG,Natural Gas Fired Combustion Turbine,GT,GT,false
513,Kern River Cogeneration_GTDG,Natural Gas Fired Combustion Turbine,GT,GT,false
514,Mid-Set Cogeneration_K100,Natural Gas Fired Combustion Turbine,GT,GT,false
515,San Jose Cogeneration_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
516,Cameron Ridge LLC_EXIS,Onshore Wind Turbine,WT,WT,false
517,Ridgetop Energy LLC_WGN1,Onshore Wind Turbine,WT,WT,false
518,Tesoro Wilmington Calciner_GEN1,All Other,OT,ST,true
519,Civic Center_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
520,Civic Center_GEN2,Natural Gas Fired Combined Cycle,CT,CA,true
521,CE Leathers_GEN1,Geothermal,ST,ST,false
522,Del Ranch Company_GEN1,Geothermal,ST,ST,false
523,Elmore Company_GEN1,Geothermal,ST,ST,false
524,Collins Pine Project_GEN4,Wood/Wood Waste Biomass,ST,ST,false
525,CES Placerita Power Plant_UNT2,Natural Gas Fired Combined Cycle,CT,CT,false
526,CES Placerita Power Plant_UNT3,Natural Gas Fired Combined Cycle,CT,CA,true
527,Argus Cogen Plant_TG8,Conventional Steam Coal,ST,ST,false
528,Argus Cogen Plant_TG9,Conventional Steam Coal,ST,ST,false
529,Westend Facility_PINA,Natural Gas Fired Combustion Turbine,GT,GT,false
530,Lost Creek I_GEN1,Conventional Hydroelectric,HA,HY,true
531,Ponderosa Bailey Creek_GEN1,Conventional Hydroelectric,HA,HY,true
532,Karen Avenue Wind Farm_WND,Onshore Wind Turbine,WT,WT,false
533,Marina Landfill Gas_U1C06,Landfill Gas,OT,IC,true
534,Marina Landfill Gas_U2J02,Landfill Gas,OT,IC,true
535,Marina Landfill Gas_U3J17,Landfill Gas,OT,IC,true
536,Marina Landfill Gas_U4J16,Landfill Gas,OT,IC,true
537,Salton Sea Power Gen Co - Unit 3_GEN1,Geothermal,ST,ST,false
538,Geo East Mesa III_GBU,Geothermal,ST,BT,true
539,Geo East Mesa III_GEN1,Geothermal,ST,ST,false
540,Blue Lake Power LLC_GEN1,Wood/Wood Waste Biomass,ST,ST,false
541,Rio Bravo Fresno_GEN1,Wood/Wood Waste Biomass,ST,ST,false
542,E F Oxnard Energy Facility_GTG,Natural Gas Fired Combustion Turbine,GT,GT,false
543,HL Power_GEN1,Wood/Wood Waste Biomass,ST,ST,false
544,Woodland Biomass Power Ltd_GEN1,Wood/Wood Waste Biomass,ST,ST,false
545,Covanta Mendota_GEN1,Wood/Wood Waste Biomass,ST,ST,false
546,Covanta Delano Energy_GEN1,Wood/Wood Waste Biomass,ST,ST,false
547,Covanta Delano Energy_GEN2,Wood/Wood Waste Biomass,ST,ST,false
548,Coso Finance Partners_GEN1,Geothermal,ST,ST,false
549,Coso Finance Partners_GEN2,Geothermal,ST,ST,false
550,Coso Finance Partners_GEN3,Geothermal,ST,ST,false
551,Coso Power Developers_GEN4,Geothermal,ST,ST,false
552,Coso Power Developers_GEN5,Geothermal,ST,ST,false
553,Coso Power Developers_GEN6,Geothermal,ST,ST,false
554,Coso Energy Developers_GEN7,Geothermal,ST,ST,false
555,Coso Energy Developers_GEN8,Geothermal,ST,ST,false
556,Coso Energy Developers_GEN9,Geothermal,ST,ST,false
557,Bidwell Ditch Project_GEN1,Conventional Hydroelectric,HA,HY,true
558,Olive View Medical Center_CTC1,Natural Gas Fired Combustion Turbine,GT,GT,false
559,Olive View Medical Center_CTC2,Natural Gas Fired Combustion Turbine,GT,GT,false
560,Chalk Cliff Limited_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
561,Rio Bravo Hydro Project_UNT2,Conventional Hydroelectric,HA,HY,true
562,Humboldt Sawmill Company_GEN1,Wood/Wood Waste Biomass,ST,ST,false
563,Humboldt Sawmill Company_GEN2,Wood/Wood Waste Biomass,ST,ST,false
564,Humboldt Sawmill Company_GEN3,Wood/Wood Waste Biomass,ST,ST,false
565,San Diego State University_GEN2,Natural Gas Fired Combined Cycle,CT,CT,false
566,San Diego State University_GEN3,Natural Gas Fired Combined Cycle,CT,CT,false
567,San Diego State University_GEN4,Natural Gas Fired Combined Cycle,CT,CA,true
568,San Diego State University_GEN5,Solar Photovoltaic,PVe,PVe,false
569,San Diego State University_GEN6,Solar Photovoltaic,PVe,PVe,false
570,San Diego State University_GEN7,Solar Photovoltaic,PVe,PVe,false
571,San Diego State University_GEN8,Solar Photovoltaic,PVe,PVe,false
572,Santa Felicia Dam_UNT1,Conventional Hydroelectric,HA,HY,true
573,Santa Felicia Dam_UNT2,Conventional Hydroelectric,HA,HY,true
574,Univ of San Francisco Cogen_S-17,Natural Gas Internal Combustion Engine,IC,IC,false
575,US Borax_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
576,Phillips 66 Rodeo Refinery_GENA,Other Gases,OT,GT,true
577,Phillips 66 Rodeo Refinery_GENB,Other Gases,OT,GT,true
578,Phillips 66 Rodeo Refinery_GENC,Other Gases,OT,GT,true
579,Coalinga Cogeneration_K100,Natural Gas Fired Combustion Turbine,GT,GT,false
580,Sycamore Cogeneration_GTAG,Natural Gas Fired Combustion Turbine,GT,GT,false
581,Sycamore Cogeneration_GTBG,Natural Gas Fired Combustion Turbine,GT,GT,false
582,Sycamore Cogeneration_GTCG,Natural Gas Fired Combustion Turbine,GT,GT,false
583,Sycamore Cogeneration_GTDG,Natural Gas Fired Combustion Turbine,GT,GT,false
584,R E Badger Filtration Plant_1,Conventional Hydroelectric,HA,HY,true
585,Bear Creek_GEN1,Conventional Hydroelectric,HA,HY,true
586,Berry Cogen_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
587,Box Canyon Dam_GEN1,Conventional Hydroelectric,HA,HY,true
588,Box Canyon Dam_GEN2,Conventional Hydroelectric,HA,HY,true
589,Olsen_GEN1,Conventional Hydroelectric,HA,HY,true
590,B Braun Medical_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
591,B Braun Medical_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
592,Vulcan-BN Geothermal Power Company_GEN1,Geothermal,ST,ST,false
593,Vulcan-BN Geothermal Power Company_GEN2,Geothermal,ST,ST,false
594,Watson Cogeneration_GN91,Natural Gas Fired Combined Cycle,CT,CT,false
595,Watson Cogeneration_GN92,Natural Gas Fired Combined Cycle,CT,CT,false
596,Watson Cogeneration_GN93,Natural Gas Fired Combined Cycle,CT,CT,false
597,Watson Cogeneration_GN94,Natural Gas Fired Combined Cycle,CT,CT,false
598,Watson Cogeneration_GN95,Natural Gas Fired Combined Cycle,CT,CA,true
599,Watson Cogeneration_GN96,Natural Gas Fired Combined Cycle,CT,CA,true
600,Woodward Power Plant_U1,Conventional Hydroelectric,HA,HY,true
601,Nelson Creek_1296,Conventional Hydroelectric,HA,HY,true
602,Oxnard Wastewater Treatment Plant_7610,Other Waste Biomass,ST,IC,true
603,Oxnard Wastewater Treatment Plant_7710,Other Waste Biomass,ST,IC,true
604,Oxnard Wastewater Treatment Plant_7810,Other Waste Biomass,ST,IC,true
605,San Antonio Regional Hospital_2074,Natural Gas Internal Combustion Engine,IC,IC,false
606,San Antonio Regional Hospital_2075,Natural Gas Internal Combustion Engine,IC,IC,false
607,San Antonio Regional Hospital_2076,Natural Gas Internal Combustion Engine,IC,IC,false
608,Wintec Energy Ltd_EXIS,Onshore Wind Turbine,WT,WT,false
609,San Gorgonio Farms Wind Farm_WGEN,Onshore Wind Turbine,WT,WT,false
610,Wadham Energy LP_GEN1,Other Waste Biomass,ST,ST,false
611,VESI Pomona_BESS1,Batteries,BA,BA,false
612,Mesquite Lake Energy Park Plant 2_L313,Wood/Wood Waste Biomass,ST,ST,false
613,East Portal Generator_GEN1,Conventional Hydroelectric,HA,HY,true
614,Windland_WING,Onshore Wind Turbine,WT,WT,false
615,Phillips 66 Carbon Plant_GEN1,Petroleum Coke,ST,ST,false
616,Friant Hydro Facility_FR1,Conventional Hydroelectric,HA,HY,true
617,Friant Hydro Facility_M1,Conventional Hydroelectric,HA,HY,true
618,Friant Hydro Facility_RO1,Conventional Hydroelectric,HA,HY,true
619,Friant Hydro Facility_RO2,Conventional Hydroelectric,HA,HY,true
620,Sand Bar Power Plant_GEN1,Conventional Hydroelectric,HA,HY,true
621,Oxnard_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
622,Oxnard_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
623,Altech III_GEN1,Onshore Wind Turbine,WT,WT,false
624,Altech III_GEN2,Onshore Wind Turbine,WT,WT,false
625,Gas Utilization Facility_1,Other Waste Biomass,ST,IC,true
626,Gas Utilization Facility_2,Other Waste Biomass,ST,IC,true
627,Gas Utilization Facility_3,Conventional Hydroelectric,HA,HY,true
628,Double C Generation Limited Partnership_DC1,Natural Gas Fired Combustion Turbine,GT,GT,false
629,Double C Generation Limited Partnership_DC2,Natural Gas Fired Combustion Turbine,GT,GT,false
630,Kern Front Limited_KF1,Natural Gas Fired Combustion Turbine,GT,GT,false
631,Kern Front Limited_KF2,Natural Gas Fired Combustion Turbine,GT,GT,false
632,High Sierra Limited_HS1,Natural Gas Fired Combustion Turbine,GT,GT,false
633,High Sierra Limited_HS2,Natural Gas Fired Combustion Turbine,GT,GT,false
634,Equilon Los Angeles Refining_GEN1,Other Gases,OT,GT,true
635,Equilon Los Angeles Refining_GEN2,Other Gases,OT,GT,true
636,Equilon Los Angeles Refining_GEN3,Other Gases,OT,ST,true
637,Victory Garden (Tehachapi)_15SLE,Onshore Wind Turbine,WT,WT,false
638,Victory Garden (Tehachapi)_WGNS,Onshore Wind Turbine,WT,WT,false
639,Mesa Wind Power Corp_WGNS,Onshore Wind Turbine,WT,WT,false
640,Sky River LLC_WGNS,Onshore Wind Turbine,WT,WT,false
641,SRI International Cogen Project_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
642,BP Carson Refinery_GEN2,Natural Gas Steam Turbine,ST,ST,false
643,Harbor Cogen_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
644,Harbor Cogen_ST1,Natural Gas Fired Combined Cycle,CT,CA,true
645,Harbor Cogen_ST2,Natural Gas Fired Combined Cycle,CT,CA,true
646,GPS Cabazon Wind LLC_WGNS,Onshore Wind Turbine,WT,WT,false
647,Edom Hills Project 1 LLC_1,Onshore Wind Turbine,WT,WT,false
648,Pacific-Ultrapower Chinese Station_GEN1,Wood/Wood Waste Biomass,ST,ST,false
649,Altamont Gas Recovery_GEN1,Landfill Gas,OT,GT,true
650,Altamont Gas Recovery_GEN2,Landfill Gas,OT,GT,true
651,Saint Johns Health Center_1,Natural Gas Fired Combustion Turbine,GT,GT,false
652,McKittrick Limited_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
653,Berry Cogen Tanne Hills 18_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
654,Berry Cogen Tanne Hills 18_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
655,Gaviota Oil Plant_GENA,Natural Gas Fired Combustion Turbine,GT,GT,false
656,Gaviota Oil Plant_GENB,Natural Gas Fired Combustion Turbine,GT,GT,false
657,Gaviota Oil Plant_GENC,Natural Gas Fired Combustion Turbine,GT,GT,false
658,Gaviota Oil Plant_GEND,Natural Gas Fired Combustion Turbine,GT,GT,false
659,Torrance Refining Company LLC_EXP1,All Other,OT,ST,true
660,Torrance Refining Company LLC_GTG1,Other Gases,OT,GT,true
661,Torrance Refining Company LLC_STG1,All Other,OT,ST,true
662,Covanta Stanislaus Energy_GEN1,Municipal Solid Waste,ST,ST,false
663,Municipal Cogen Plant_GEN1A,Natural Gas Internal Combustion Engine,IC,IC,false
664,San Gorgonio Westwinds II LLC_GEN1,Onshore Wind Turbine,WT,WT,false
665,Plant No 1 Orange County_GEN1,Other Waste Biomass,ST,IC,true
666,Plant No 1 Orange County_GEN2,Other Waste Biomass,ST,IC,true
667,Plant No 1 Orange County_GEN3,Other Waste Biomass,ST,IC,true
668,Agnews Power Plant_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
669,Agnews Power Plant_GEN2,Natural Gas Fired Combined Cycle,CT,CA,true
670,Coalinga Cogeneration Facility_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
671,Coalinga Cogeneration Facility_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
672,Southeast Kern River Cogen_GTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
673,Southeast Kern River Cogen_GTG2,Natural Gas Fired Combustion Turbine,GT,GT,false
674,Southeast Kern River Cogen_GTG3,Natural Gas Fired Combustion Turbine,GT,GT,false
675,South Belridge Cogeneration Facility_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
676,South Belridge Cogeneration Facility_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
677,South Belridge Cogeneration Facility_GEN3,Natural Gas Fired Combustion Turbine,GT,GT,false
678,Oak Creek Energy Systems I_GEN1,Onshore Wind Turbine,WT,WT,false
679,Oak Creek Energy Systems I_GEN2,Onshore Wind Turbine,WT,WT,false
680,Oak Creek Energy Systems I_GEN3,Onshore Wind Turbine,WT,WT,false
681,Oak Creek Energy Systems I_GEN4,Onshore Wind Turbine,WT,WT,false
682,East Winds Project_GEN1,Onshore Wind Turbine,WT,WT,false
683,Mojave 16_GEN1,Onshore Wind Turbine,WT,WT,false
684,Mojave 18_GEN1,Onshore Wind Turbine,WT,WT,false
685,Nove Power Plant_GEN1,Landfill Gas,OT,IC,true
686,Nove Power Plant_GEN2,Landfill Gas,OT,IC,true
687,Nove Power Plant_GEN3,Landfill Gas,OT,IC,true
688,PE Berkeley_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
689,PE Berkeley_GEN2,Natural Gas Fired Combined Cycle,CT,CA,true
690,OLS Energy Chino_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
691,OLS Energy Chino_GEN2,Natural Gas Fired Combined Cycle,CT,CA,true
692,CSUCI Site Authority_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
693,CSUCI Site Authority_GEN2,Natural Gas Fired Combined Cycle,CT,CA,true
694,Salinas River Cogeneration_K100,Natural Gas Fired Combustion Turbine,GT,GT,false
695,Slate Creek_GEN1,Conventional Hydroelectric,HA,HY,true
696,Naval Hospital Medical Center_4TG,Natural Gas Fired Combustion Turbine,GT,GT,false
697,Amedee Geothermal Venture I_IND,Geothermal,ST,ST,false
698,Amedee Geothermal Venture I_SYN,Geothermal,ST,ST,false
699,Solano County Cogen Plant_3163,Natural Gas Internal Combustion Engine,IC,IC,false
700,Solano County Cogen Plant_3164,Natural Gas Internal Combustion Engine,IC,IC,false
701,Solano County Cogen Plant_3165,Natural Gas Internal Combustion Engine,IC,IC,false
702,Martinez Sulfuric Acid Regeneration Plt_GEN1,All Other,OT,ST,true
703,Dominguez Plant_GEN1,All Other,OT,ST,true
704,UCLA So Campus Cogen Project_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
705,UCLA So Campus Cogen Project_GEN2,Natural Gas Fired Combined Cycle,CT,CT,false
706,UCLA So Campus Cogen Project_GEN3,Natural Gas Fired Combined Cycle,CT,CA,true
707,McKittrick Cogen_UNIT1,Natural Gas Fired Combustion Turbine,GT,GT,false
708,McKittrick Cogen_UNIT2,Natural Gas Fired Combustion Turbine,GT,GT,false
709,North Midway Cogen_GEN7,Natural Gas Fired Combustion Turbine,GT,GT,false
710,North Midway Cogen_GEN8,Natural Gas Fired Combustion Turbine,GT,GT,false
711,North Midway Cogen_GEN9,Natural Gas Fired Combustion Turbine,GT,GT,false
712,Cymric 31X Cogen_TG1,Natural Gas Fired Combustion Turbine,GT,GT,false
713,Cymric 31X Cogen_TG2,Natural Gas Fired Combustion Turbine,GT,GT,false
714,Cymric 6Z Cogen_TG1,Natural Gas Fired Combustion Turbine,GT,GT,false
715,Cymric 6Z Cogen_TG2,Natural Gas Fired Combustion Turbine,GT,GT,false
716,Coalinga 6C Cogen_TG1,Natural Gas Fired Combustion Turbine,GT,GT,false
717,Coalinga 6C Cogen_TG2,Natural Gas Fired Combustion Turbine,GT,GT,false
718,Taft 26C Cogen_TG1,Natural Gas Fired Combustion Turbine,GT,GT,false
719,Taft 26C Cogen_TG2,Natural Gas Fired Combustion Turbine,GT,GT,false
720,Taft 26C Cogen_TG3,Natural Gas Fired Combustion Turbine,GT,GT,false
721,Taft 26C Cogen_TG4,Natural Gas Fired Combustion Turbine,GT,GT,false
722,Coalinga 25D Cogen_TG1,Natural Gas Fired Combustion Turbine,GT,GT,false
723,Coalinga 25D Cogen_TG2,Natural Gas Fired Combustion Turbine,GT,GT,false
724,Coalinga 25D Cogen_TG3,Natural Gas Fired Combustion Turbine,GT,GT,false
725,Coalinga 25D Cogen_TG4,Natural Gas Fired Combustion Turbine,GT,GT,false
726,Berry Placerita Cogen_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
727,Berry Placerita Cogen_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
728,Plant No 2 Orange County_GEN1,Other Waste Biomass,ST,IC,true
729,Plant No 2 Orange County_GEN2,Other Waste Biomass,ST,IC,true
730,Plant No 2 Orange County_GEN3,Other Waste Biomass,ST,IC,true
731,Plant No 2 Orange County_GEN4,Other Waste Biomass,ST,IC,true
732,Plant No 2 Orange County_GEN5,Other Waste Biomass,ST,IC,true
733,Plant No 2 Orange County_GEN6,Other Waste Biomass,ST,ST,false
734,Cymric 36W Cogen_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
735,Cymric 36W Cogen_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
736,Cymric 36W Cogen_GEN3,Natural Gas Fired Combustion Turbine,GT,GT,false
737,Cymric 36W Cogen_GEN4,Natural Gas Fired Combustion Turbine,GT,GT,false
738,Kern River Eastridge Cogen_101A,Natural Gas Fired Combustion Turbine,GT,GT,false
739,Kern River Eastridge Cogen_101B,Natural Gas Fired Combustion Turbine,GT,GT,false
740,Richmond Cogen_GEN1,Natural Gas Fired Combined Cycle,CT,CT,false
741,Richmond Cogen_GEN2,Natural Gas Fired Combined Cycle,CT,CT,false
742,Richmond Cogen_GEN5,Natural Gas Fired Combined Cycle,CT,CA,true
743,Mojave 4_GEN1,Onshore Wind Turbine,WT,WT,false
744,Mojave 3_GEN1,Onshore Wind Turbine,WT,WT,false
745,Mojave 5_GEN1,Onshore Wind Turbine,WT,WT,false
746,C P Kelco San Diego Plant_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
747,C P Kelco San Diego Plant_GEN2,Natural Gas Fired Combustion Turbine,GT,GT,false
748,C P Kelco San Diego Plant_GEN3,Natural Gas Fired Combustion Turbine,GT,GT,false
749,Victory Garden Phase IV LLC_WGNS,Onshore Wind Turbine,WT,WT,false
750,Terra-Gen 251 Wind LLC_WGNS,Onshore Wind Turbine,WT,WT,false
751,85 A_WGNS,Onshore Wind Turbine,WT,WT,false
752,85 B_WTGN,Onshore Wind Turbine,WT,WT,false
753,Helzel & Schwarzhoff 88 Wind Farm_WGNS,Onshore Wind Turbine,WT,WT,false
754,Yuba City Cogen Partners_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
755,MM West Covina_GEN2,Landfill Gas,OT,ST,true
756,San Gabriel Hydro Project_U1,Conventional Hydroelectric,HA,HY,true
757,San Gabriel Hydro Project_U2,Conventional Hydroelectric,HA,HY,true
758,Geo East Mesa II_GEN1,Geothermal,ST,ST,false
759,Stockton Biomass_STG,Wood/Wood Waste Biomass,ST,ST,false
760,Biola University Hybrid_BATT,Batteries,BA,BA,false
761,Biola University Hybrid_EG1,Natural Gas Internal Combustion Engine,IC,IC,false
762,Biola University Hybrid_EG2,Natural Gas Internal Combustion Engine,IC,IC,false
763,Biola University Hybrid_EG3,Natural Gas Internal Combustion Engine,IC,IC,false
764,Coram Energy LLC (ECT)_GEWE,Onshore Wind Turbine,WT,WT,false
765,Coram Energy LLC_GEWE,Onshore Wind Turbine,WT,WT,false
766,CTV Power Purchase Contract Trust_GEWE,Onshore Wind Turbine,WT,WT,false
767,CTV Power Purchase Contract Trust_SX1S,Onshore Wind Turbine,WT,WT,false
768,Three Forks Water Power Project_1,Conventional Hydroelectric,HA,HY,true
769,NRG Energy San Diego_1,Natural Gas Internal Combustion Engine,IC,IC,false
770,NRG Energy San Diego_2,Natural Gas Internal Combustion Engine,IC,IC,false
771,Terminus Hydroelectric Project_GEN1,Conventional Hydroelectric,HA,HY,true
772,Western Power & Steam Inc_CTG,Natural Gas Fired Combustion Turbine,GT,GT,false
773,Welport Lease Project_TI,Natural Gas Fired Combustion Turbine,GT,GT,false
774,Dome Project_T1,Natural Gas Fired Combustion Turbine,GT,GT,false
775,Dome Project_T2,Natural Gas Fired Combustion Turbine,GT,GT,false
776,Los Angeles Refinery Wilmington_G1,Other Natural Gas,OT,OT,false
777,Los Angeles Refinery Wilmington_G2,Other Gases,OT,GT,true
778,EDF Renewable Windfarm V Inc_GEN2,Onshore Wind Turbine,WT,WT,false
779,San Gorgonio Windplant WPP1993_GEN11,Onshore Wind Turbine,WT,WT,false
