row_index,old_name,PlantCode,GenID,new_name,source
492,gen-492,10438,SUN3,Sunray 3_SUN3,eia_exact
493,gen-493,10439,GEN1,SEGS III_GEN1,eia_exact
494,gen-494,10440,GEN1,SEGS IV_GEN1,eia_exact
495,gen-495,10441,GEN1,SEGS V_GEN1,eia_exact
496,gen-496,10442,GEN1,SEGS VI_GEN1,eia_exact
497,gen-497,10443,GEN1,SEGS VII_GEN1,eia_exact
498,gen-498,10444,GEN1,SEGS VIII_GEN1,eia_exact
499,gen-499,10446,GEN1,SEGS IX_GEN1,eia_exact
500,gen-500,10458,GEN1,Muck Valley Hydroelectric_GEN1,eia_exact
501,gen-501,10472,GEN1,Puente Hills Energy Recovery_GEN1,eia_exact
502,gen-502,10479,T101,Ples I_T101,eia_exact
503,gen-503,10479,T102,Ples I_T102,eia_exact
504,gen-504,10479,T103,Ples I_T103,eia_exact
505,gen-505,10480,GEN1,Mammoth Pacific I_GEN1,eia_exact
506,gen-506,10480,GEN2,Mammoth Pacific I_GEN2,eia_exact
507,gen-507,10481,1,Mammoth Pacific II_1,eia_exact
508,gen-508,10481,2,Mammoth Pacific II_2,eia_exact
509,gen-509,10481,3,Mammoth Pacific II_3,eia_exact
510,gen-510,10496,GTAG,Kern River Cogeneration_GTAG,eia_exact
511,gen-511,10496,GTBG,Kern River Cogeneration_GTBG,eia_exact
512,gen-512,10496,GTCG,Kern River Cogeneration_GTCG,eia_exact
513,gen-513,10496,GTDG,Kern River Cogeneration_GTDG,eia_exact
514,gen-514,10501,K100,Mid-Set Cogeneration_K100,eia_exact
515,gen-515,10548,GEN1,San Jose Cogeneration_GEN1,eia_exact
516,gen-516,10586,EXIS,Cameron Ridge LLC_EXIS,eia_exact
517,gen-517,10597,WGN1,Ridgetop Energy LLC_WGN1,eia_exact
518,gen-518,10601,GEN1,Tesoro Wilmington Calciner_GEN1,eia_exact
519,gen-519,10623,GEN1,Civic Center_GEN1,eia_exact
520,gen-520,10623,GEN2,Civic Center_GEN2,eia_exact
521,gen-521,10631,GEN1,CE Leathers_GEN1,eia_exact
522,gen-522,10632,GEN1,Del Ranch Company_GEN1,eia_exact
523,gen-523,10634,GEN1,Elmore Company_GEN1,eia_exact
524,gen-524,10661,GEN4,Collins Pine Project_GEN4,eia_exact
525,gen-525,10677,UNT2,CES Placerita Power Plant_UNT2,eia_exact
526,gen-526,10677,UNT3,CES Placerita Power Plant_UNT3,eia_exact
527,gen-527,10684,TG8,Argus Cogen Plant_TG8,eia_exact
528,gen-528,10684,TG9,Argus Cogen Plant_TG9,eia_exact
529,gen-529,10685,PINA,Westend Facility_PINA,eia_exact
530,gen-530,10708,GEN1,Lost Creek I_GEN1,eia_exact
531,gen-531,10709,GEN1,Ponderosa Bailey Creek_GEN1,eia_exact
532,gen-532,10718,WND,Karen Avenue Wind Farm_WND,eia_exact
533,gen-533,10748,U1C06,Marina Landfill Gas_U1C06,eia_exact
534,gen-534,10748,U2J02,Marina Landfill Gas_U2J02,eia_exact
535,gen-535,10748,U3J17,Marina Landfill Gas_U3J17,eia_exact
536,gen-536,10748,U4J16,Marina Landfill Gas_U4J16,eia_exact
537,gen-537,10759,GEN1,Salton Sea Power Gen Co - Unit 3_GEN1,eia_exact
538,gen-538,10763,GBU,Geo East Mesa III_GBU,eia_exact
539,gen-539,10763,GEN1,Geo East Mesa III_GEN1,eia_exact
540,gen-540,10764,GEN1,Blue Lake Power LLC_GEN1,eia_exact
541,gen-541,10767,GEN1,Rio Bravo Fresno_GEN1,eia_exact
542,gen-542,10776,GTG,E F Oxnard Energy Facility_GTG,eia_exact
543,gen-543,10777,GEN1,HL Power_GEN1,eia_exact
544,gen-544,10836,GEN1,Woodland Biomass Power Ltd_GEN1,eia_exact
545,gen-545,10837,GEN1,Covanta Mendota_GEN1,eia_exact
546,gen-546,10840,GEN1,Covanta Delano Energy_GEN1,eia_exact
547,gen-547,10840,GEN2,Covanta Delano Energy_GEN2,eia_exact
548,gen-548,10873,GEN1,Coso Finance Partners_GEN1,eia_exact
549,gen-549,10873,GEN2,Coso Finance Partners_GEN2,eia_exact
550,gen-550,10873,GEN3,Coso Finance Partners_GEN3,eia_exact
551,gen-551,10874,GEN4,Coso Power Developers_GEN4,eia_exact
552,gen-552,10874,GEN5,Coso Power Developers_GEN5,eia_exact
553,gen-553,10874,GEN6,Coso Power Developers_GEN6,eia_exact
554,gen-554,10875,GEN7,Coso Energy Developers_GEN7,eia_exact
555,gen-555,10875,GEN8,Coso Energy Developers_GEN8,eia_exact
556,gen-556,10875,GEN9,Coso Energy Developers_GEN9,eia_exact
557,gen-557,10880,GEN1,Bidwell Ditch Project_GEN1,eia_exact
558,gen-558,10884,CTC1,Olive View Medical Center_CTC1,eia_exact
559,gen-559,10884,CTC2,Olive View Medical Center_CTC2,eia_exact
560,gen-560,50003,GEN1,Chalk Cliff Limited_GEN1,eia_exact
561,gen-561,50037,UNT2,Rio Bravo Hydro Project_UNT2,eia_exact
562,gen-562,50049,GEN1,Humboldt Sawmill Company_GEN1,eia_exact
563,gen-563,50049,GEN2,Humboldt Sawmill Company_GEN2,eia_exact
564,gen-564,50049,GEN3,Humboldt Sawmill Company_GEN3,eia_exact
565,gen-565,50061,GEN2,San Diego State University_GEN2,eia_exact
566,gen-566,50061,GEN3,San Diego State University_GEN3,eia_exact
567,gen-567,50061,GEN4,San Diego State University_GEN4,eia_exact
568,gen-568,50061,GEN5,San Diego State University_GEN5,eia_exact
569,gen-569,50061,GEN6,San Diego State University_GEN6,eia_exact
570,gen-570,50061,GEN7,San Diego State University_GEN7,eia_exact
571,gen-571,50061,GEN8,San Diego State University_GEN8,eia_exact
572,gen-572,50076,UNT1,Santa Felicia Dam_UNT1,eia_exact
573,gen-573,50076,UNT2,Santa Felicia Dam_UNT2,eia_exact
574,gen-574,50089,S-17,Univ of San Francisco Cogen_S-17,eia_exact
575,gen-575,50115,GEN1,US Borax_GEN1,eia_exact
576,gen-576,50119,GENA,Phillips 66 Rodeo Refinery_GENA,eia_exact
577,gen-577,50119,GENB,Phillips 66 Rodeo Refinery_GENB,eia_exact
578,gen-578,50119,GENC,Phillips 66 Rodeo Refinery_GENC,eia_exact
579,gen-579,50131,K100,Coalinga Cogeneration_K100,eia_exact
580,gen-580,50134,GTAG,Sycamore Cogeneration_GTAG,eia_exact
581,gen-581,50134,GTBG,Sycamore Cogeneration_GTBG,eia_exact
582,gen-582,50134,GTCG,Sycamore Cogeneration_GTCG,eia_exact
583,gen-583,50134,GTDG,Sycamore Cogeneration_GTDG,eia_exact
584,gen-584,50147,1,R E Badger Filtration Plant_1,eia_exact
585,gen-585,50156,GEN1,Bear Creek_GEN1,eia_exact
586,gen-586,50170,GEN1,Berry Cogen_GEN1,eia_exact
587,gen-587,50179,GEN1,Box Canyon Dam_GEN1,eia_exact
588,gen-588,50179,GEN2,Box Canyon Dam_GEN2,eia_exact
589,gen-589,50180,GEN1,Olsen_GEN1,eia_exact
590,gen-590,50200,GEN1,B Braun Medical_GEN1,eia_exact
591,gen-591,50200,GEN2,B Braun Medical_GEN2,eia_exact
592,gen-592,50210,GEN1,Vulcan-BN Geothermal Power Company_GEN1,eia_exact
593,gen-593,50210,GEN2,Vulcan-BN Geothermal Power Company_GEN2,eia_exact
594,gen-594,50216,GN91,Watson Cogeneration_GN91,eia_exact
595,gen-595,50216,GN92,Watson Cogeneration_GN92,eia_exact
596,gen-596,50216,GN93,Watson Cogeneration_GN93,eia_exact
597,gen-597,50216,GN94,Watson Cogeneration_GN94,eia_exact
598,gen-598,50216,GN95,Watson Cogeneration_GN95,eia_exact
599,gen-599,50216,GN96,Watson Cogeneration_GN96,eia_exact
600,gen-600,50218,U1,Woodward Power Plant_U1,eia_exact
601,gen-601,50223,1296,Nelson Creek_1296,eia_exact
602,gen-602,50224,7610,Oxnard Wastewater Treatment Plant_7610,eia_exact
603,gen-603,50224,7710,Oxnard Wastewater Treatment Plant_7710,eia_exact
604,gen-604,50224,7810,Oxnard Wastewater Treatment Plant_7810,eia_exact
605,gen-605,50234,2074,San Antonio Regional Hospital_2074,eia_exact
606,gen-606,50234,2075,San Antonio Regional Hospital_2075,eia_exact
607,gen-607,50234,2076,San Antonio Regional Hospital_2076,eia_exact
608,gen-608,50276,EXIS,Wintec Energy Ltd_EXIS,eia_exact
609,gen-609,50281,WGEN,San Gorgonio Farms Wind Farm_WGEN,eia_exact
610,gen-610,50293,GEN1,Wadham Energy LP_GEN1,eia_exact
611,gen-611,50300,BESS1,VESI Pomona_BESS1,eia_exact
612,gen-612,50363,L313,Mesquite Lake Energy Park Plant 2_L313,eia_exact
613,gen-613,50375,GEN1,East Portal Generator_GEN1,eia_exact
614,gen-614,50386,WING,Windland_WING,eia_exact
615,gen-615,50388,GEN1,Phillips 66 Carbon Plant_GEN1,eia_exact
616,gen-616,50393,FR1,Friant Hydro Facility_FR1,eia_exact
617,gen-617,50393,M1,Friant Hydro Facility_M1,eia_exact
618,gen-618,50393,RO1,Friant Hydro Facility_RO1,eia_exact
619,gen-619,50393,RO2,Friant Hydro Facility_RO2,eia_exact
620,gen-620,50400,GEN1,Sand Bar Power Plant_GEN1,eia_exact
621,gen-621,50464,GEN1,Oxnard_GEN1,eia_exact
622,gen-622,50464,GEN2,Oxnard_GEN2,eia_exact
623,gen-623,50485,GEN1,Altech III_GEN1,eia_exact
624,gen-624,50485,GEN2,Altech III_GEN2,eia_exact
625,gen-625,50492,1,Gas Utilization Facility_1,eia_exact
626,gen-626,50492,2,Gas Utilization Facility_2,eia_exact
627,gen-627,50492,3,Gas Utilization Facility_3,eia_exact
628,gen-628,50493,DC1,Double C Generation Limited Partnership_DC1,eia_exact
629,gen-629,50493,DC2,Double C Generation Limited Partnership_DC2,eia_exact
630,gen-630,50494,KF1,Kern Front Limited_KF1,eia_exact
631,gen-631,50494,KF2,Kern Front Limited_KF2,eia_exact
632,gen-632,50495,HS1,High Sierra Limited_HS1,eia_exact
633,gen-633,50495,HS2,High Sierra Limited_HS2,eia_exact
634,gen-634,50530,GEN1,Equilon Los Angeles Refining_GEN1,eia_exact
635,gen-635,50530,GEN2,Equilon Los Angeles Refining_GEN2,eia_exact
636,gen-636,50530,GEN3,Equilon Los Angeles Refining_GEN3,eia_exact
637,gen-637,50532,15SLE,Victory Garden (Tehachapi)_15SLE,eia_exact
638,gen-638,50532,WGNS,Victory Garden (Tehachapi)_WGNS,eia_exact
639,gen-639,50535,WGNS,Mesa Wind Power Corp_WGNS,eia_exact
640,gen-640,50536,WGNS,Sky River LLC_WGNS,eia_exact
641,gen-641,50537,GEN1,SRI International Cogen Project_GEN1,eia_exact
642,gen-642,50540,GEN2,BP Carson Refinery_GEN2,eia_exact
643,gen-643,50541,GEN1,Harbor Cogen_GEN1,eia_exact
644,gen-644,50541,ST1,Harbor Cogen_ST1,eia_exact
645,gen-645,50541,ST2,Harbor Cogen_ST2,eia_exact
646,gen-646,50552,WGNS,GPS Cabazon Wind LLC_WGNS,eia_exact
647,gen-647,50553,1,Edom Hills Project 1 LLC_1,eia_exact
648,gen-648,50560,GEN1,Pacific-Ultrapower Chinese Station_GEN1,eia_exact
649,gen-649,50571,GEN1,Altamont Gas Recovery_GEN1,eia_exact
650,gen-650,50571,GEN2,Altamont Gas Recovery_GEN2,eia_exact
651,gen-651,50610,1,Saint Johns Health Center_1,eia_exact
652,gen-652,50612,GEN1,McKittrick Limited_GEN1,eia_exact
653,gen-653,50622,GEN1,Berry Cogen Tanne Hills 18_GEN1,eia_exact
654,gen-654,50622,GEN2,Berry Cogen Tanne Hills 18_GEN2,eia_exact
655,gen-655,50623,GENA,Gaviota Oil Plant_GENA,eia_exact
656,gen-656,50623,GENB,Gaviota Oil Plant_GENB,eia_exact
657,gen-657,50623,GENC,Gaviota Oil Plant_GENC,eia_exact
658,gen-658,50623,GEND,Gaviota Oil Plant_GEND,eia_exact
659,gen-659,50624,EXP1,Torrance Refining Company LLC_EXP1,eia_exact
660,gen-660,50624,GTG1,Torrance Refining Company LLC_GTG1,eia_exact
661,gen-661,50624,STG1,Torrance Refining Company LLC_STG1,eia_exact
662,gen-662,50632,GEN1,Covanta Stanislaus Energy_GEN1,eia_exact
663,gen-663,50674,GEN1A,Municipal Cogen Plant_GEN1A,eia_exact
664,gen-664,50690,GEN1,San Gorgonio Westwinds II LLC_GEN1,eia_exact
665,gen-665,50696,GEN1,Plant No 1 Orange County_GEN1,eia_exact
666,gen-666,50696,GEN2,Plant No 1 Orange County_GEN2,eia_exact
667,gen-667,50696,GEN3,Plant No 1 Orange County_GEN3,eia_exact
668,gen-668,50748,GEN1,Agnews Power Plant_GEN1,eia_exact
669,gen-669,50748,GEN2,Agnews Power Plant_GEN2,eia_exact
670,gen-670,50750,GEN1,Coalinga Cogeneration Facility_GEN1,eia_exact
671,gen-671,50750,GEN2,Coalinga Cogeneration Facility_GEN2,eia_exact
672,gen-672,50751,GTG1,Southeast Kern River Cogen_GTG1,eia_exact
673,gen-673,50751,GTG2,Southeast Kern River Cogen_GTG2,eia_exact
674,gen-674,50751,GTG3,Southeast Kern River Cogen_GTG3,eia_exact
675,gen-675,50752,GEN1,South Belridge Cogeneration Facility_GEN1,eia_exact
676,gen-676,50752,GEN2,South Belridge Cogeneration Facility_GEN2,eia_exact
677,gen-677,50752,GEN3,South Belridge Cogeneration Facility_GEN3,eia_exact
678,gen-678,50754,GEN1,Oak Creek Energy Systems I_GEN1,eia_exact
679,gen-679,50754,GEN2,Oak Creek Energy Systems I_GEN2,eia_exact
680,gen-680,50754,GEN3,Oak Creek Energy Systems I_GEN3,eia_exact
681,gen-681,50754,GEN4,Oak Creek Energy Systems I_GEN4,eia_exact
682,gen-682,50820,GEN1,East Winds Project_GEN1,eia_exact
683,gen-683,50821,GEN1,Mojave 16_GEN1,eia_exact
684,gen-684,50823,GEN1,Mojave 18_GEN1,eia_exact
685,gen-685,50831,GEN1,Nove Power Plant_GEN1,eia_exact
686,gen-686,50831,GEN2,Nove Power Plant_GEN2,eia_exact
687,gen-687,50831,GEN3,Nove Power Plant_GEN3,eia_exact
688,gen-688,50849,GEN1,PE Berkeley_GEN1,eia_exact
689,gen-689,50849,GEN2,PE Berkeley_GEN2,eia_exact
690,gen-690,50850,GEN1,OLS Energy Chino_GEN1,eia_exact
691,gen-691,50850,GEN2,OLS Energy Chino_GEN2,eia_exact
692,gen-692,50851,GEN1,CSUCI Site Authority_GEN1,eia_exact
693,gen-693,50851,GEN2,CSUCI Site Authority_GEN2,eia_exact
694,gen-694,50865,K100,Salinas River Cogeneration_K100,eia_exact
695,gen-695,50961,GEN1,Slate Creek_GEN1,eia_exact
696,gen-696,50963,4TG,Naval Hospital Medical Center_4TG,eia_exact
697,gen-697,50964,IND,Amedee Geothermal Venture I_IND,eia_exact
698,gen-698,50964,SYN,Amedee Geothermal Venture I_SYN,eia_exact
699,gen-699,50985,3163,Solano County Cogen Plant_3163,eia_exact
700,gen-700,50985,3164,Solano County Cogen Plant_3164,eia_exact
701,gen-701,50985,3165,Solano County Cogen Plant_3165,eia_exact
702,gen-702,52063,GEN1,Martinez Sulfuric Acid Regeneration Plt_GEN1,eia_exact
703,gen-703,52064,GEN1,Dominguez Plant_GEN1,eia_exact
704,gen-704,52073,GEN1,UCLA So Campus Cogen Project_GEN1,eia_exact
705,gen-705,52073,GEN2,UCLA So Campus Cogen Project_GEN2,eia_exact
706,gen-706,52073,GEN3,UCLA So Campus Cogen Project_GEN3,eia_exact
707,gen-707,52076,UNIT1,McKittrick Cogen_UNIT1,eia_exact
708,gen-708,52076,UNIT2,McKittrick Cogen_UNIT2,eia_exact
709,gen-709,52078,GEN7,North Midway Cogen_GEN7,eia_exact
710,gen-710,52078,GEN8,North Midway Cogen_GEN8,eia_exact
711,gen-711,52078,GEN9,North Midway Cogen_GEN9,eia_exact
712,gen-712,52081,TG1,Cymric 31X Cogen_TG1,eia_exact
713,gen-713,52081,TG2,Cymric 31X Cogen_TG2,eia_exact
714,gen-714,52082,TG1,Cymric 6Z Cogen_TG1,eia_exact
715,gen-715,52082,TG2,Cymric 6Z Cogen_TG2,eia_exact
716,gen-716,52083,TG1,Coalinga 6C Cogen_TG1,eia_exact
717,gen-717,52083,TG2,Coalinga 6C Cogen_TG2,eia_exact
718,gen-718,52085,TG1,Taft 26C Cogen_TG1,eia_exact
719,gen-719,52085,TG2,Taft 26C Cogen_TG2,eia_exact
720,gen-720,52085,TG3,Taft 26C Cogen_TG3,eia_exact
721,gen-721,52085,TG4,Taft 26C Cogen_TG4,eia_exact
722,gen-722,52086,TG1,Coalinga 25D Cogen_TG1,eia_exact
723,gen-723,52086,TG2,Coalinga 25D Cogen_TG2,eia_exact
724,gen-724,52086,TG3,Coalinga 25D Cogen_TG3,eia_exact
725,gen-725,52086,TG4,Coalinga 25D Cogen_TG4,eia_exact
726,gen-726,52096,GEN1,Berry Placerita Cogen_GEN1,eia_exact
727,gen-727,52096,GEN2,Berry Placerita Cogen_GEN2,eia_exact
728,gen-728,52099,GEN1,Plant No 2 Orange County_GEN1,eia_exact
729,gen-729,52099,GEN2,Plant No 2 Orange County_GEN2,eia_exact
730,gen-730,52099,GEN3,Plant No 2 Orange County_GEN3,eia_exact
731,gen-731,52099,GEN4,Plant No 2 Orange County_GEN4,eia_exact
732,gen-732,52099,GEN5,Plant No 2 Orange County_GEN5,eia_exact
733,gen-733,52099,GEN6,Plant No 2 Orange County_GEN6,eia_exact
734,gen-734,52104,GEN1,Cymric 36W Cogen_GEN1,eia_exact
735,gen-735,52104,GEN2,Cymric 36W Cogen_GEN2,eia_exact
736,gen-736,52104,GEN3,Cymric 36W Cogen_GEN3,eia_exact
737,gen-737,52104,GEN4,Cymric 36W Cogen_GEN4,eia_exact
738,gen-738,52107,101A,Kern River Eastridge Cogen_101A,eia_exact
739,gen-739,52107,101B,Kern River Eastridge Cogen_101B,eia_exact
740,gen-740,52109,GEN1,Richmond Cogen_GEN1,eia_exact
741,gen-741,52109,GEN2,Richmond Cogen_GEN2,eia_exact
742,gen-742,52109,GEN5,Richmond Cogen_GEN5,eia_exact
743,gen-743,52142,GEN1,Mojave 4_GEN1,eia_exact
744,gen-744,52143,GEN1,Mojave 3_GEN1,eia_exact
745,gen-745,52144,GEN1,Mojave 5_GEN1,eia_exact
746,gen-746,52147,GEN1,C P Kelco San Diego Plant_GEN1,eia_exact
747,gen-747,52147,GEN2,C P Kelco San Diego Plant_GEN2,eia_exact
748,gen-748,52147,GEN3,C P Kelco San Diego Plant_GEN3,eia_exact
749,gen-749,52160,WGNS,Victory Garden Phase IV LLC_WGNS,eia_exact
750,gen-750,52161,WGNS,Terra-Gen 251 Wind LLC_WGNS,eia_exact
751,gen-751,52162,WGNS,85 A_WGNS,eia_exact
752,gen-752,52163,WTGN,85 B_WTGN,eia_exact
753,gen-753,52165,WGNS,Helzel & Schwarzhoff 88 Wind Farm_WGNS,eia_exact
754,gen-754,52186,GEN1,Yuba City Cogen Partners_GEN1,eia_exact
755,gen-755,54015,GEN2,MM West Covina_GEN2,eia_exact
756,gen-756,54017,U1,San Gabriel Hydro Project_U1,eia_exact
757,gen-757,54017,U2,San Gabriel Hydro Project_U2,eia_exact
758,gen-758,54038,GEN1,Geo East Mesa II_GEN1,eia_exact
759,gen-759,54238,STG,Stockton Biomass_STG,eia_exact
760,gen-760,54296,BATT,Biola University Hybrid_BATT,eia_exact
761,gen-761,54296,EG1,Biola University Hybrid_EG1,eia_exact
762,gen-762,54296,EG2,Biola University Hybrid_EG2,eia_exact
763,gen-763,54296,EG3,Biola University Hybrid_EG3,eia_exact
764,gen-764,54298,GEWE,Coram Energy LLC (ECT)_GEWE,eia_exact
765,gen-765,54299,GEWE,Coram Energy LLC_GEWE,eia_exact
766,gen-766,54300,GEWE,CTV Power Purchase Contract Trust_GEWE,eia_exact
767,gen-767,54300,SX1S,CTV Power Purchase Contract Trust_SX1S,eia_exact
768,gen-768,54308,1,Three Forks Water Power Project_1,eia_exact
769,gen-769,54337,1,NRG Energy San Diego_1,eia_exact
770,gen-770,54337,2,NRG Energy San Diego_2,eia_exact
771,gen-771,54343,GEN1,Terminus Hydroelectric Project_GEN1,eia_exact
772,gen-772,54410,CTG,Western Power & Steam Inc_CTG,eia_exact
773,gen-773,54447,TI,Welport Lease Project_TI,eia_exact
774,gen-774,54449,T1,Dome Project_T1,eia_exact
775,gen-775,54449,T2,Dome Project_T2,eia_exact
776,gen-776,54451,G1,Los Angeles Refinery Wilmington_G1,eia_exact
777,gen-777,54451,G2,Los Angeles Refinery Wilmington_G2,eia_exact
778,gen-778,54453,GEN2,EDF Renewable Windfarm V Inc_GEN2,eia_exact
779,gen-779,54454,GEN11,San Gorgonio Windplant WPP1993_GEN11,eia_exact
780,gen-780,54554,GEN1,Spicer Meadow Project_GEN1,eia_exact
781,gen-781,54554,GEN2,Spicer Meadow Project_GEN2,eia_exact
782,gen-782,54554,GEN3,Spicer Meadow Project_GEN3,eia_exact
783,gen-783,54567,1,MM Yolo Power_1,eia_exact
784,gen-784,54567,2,MM Yolo Power_2,eia_exact
785,gen-785,54567,3,MM Yolo Power_3,eia_exact
786,gen-786,54567,4,MM Yolo Power_4,eia_exact
787,gen-787,54567,5,MM Yolo Power_5,eia_exact
788,gen-788,54647,EXIS,TPC Windfarms LLC_EXIS,eia_exact
789,gen-789,54650,EXI2,Swanmill Windfarm I_EXI2,eia_exact
790,gen-790,54650,EXIS,Swanmill Windfarm I_EXIS,eia_exact
791,gen-791,54654,KEK1,Kekawaka Power House_KEK1,eia_exact
792,gen-792,54681,EXIS,Difwind Farms Ltd I_EXIS,eia_exact
793,gen-793,54682,EXIS,Difwind Farms Ltd II_EXIS,eia_exact
794,gen-794,54685,EXIS,Difwind Farms Ltd V_EXIS,eia_exact
795,gen-795,54686,EXIS,Difwind Farms Ltd VI_EXIS,eia_exact
796,gen-796,54689,1,Heber Geothermal_1,eia_exact
797,gen-797,54689,2,Heber Geothermal_2,eia_exact
798,gen-798,54689,3,Heber Geothermal_3,eia_exact
799,gen-799,54689,4,Heber Geothermal_4,eia_exact
800,gen-800,54749,CTG,Goal Line LP_CTG,eia_exact
801,gen-801,54749,STG,Goal Line LP_STG,eia_exact
802,gen-802,54750,VW1,Coram Tehachapi_VW1,eia_exact
803,gen-803,54909,EXI2,Tehachapi Wind Resource II_EXI2,eia_exact
804,gen-804,54909,EXIS,Tehachapi Wind Resource II_EXIS,eia_exact
805,gen-805,54912,GTG1,Martinez Refining_GTG1,eia_exact
806,gen-806,54912,GTG2,Martinez Refining_GTG2,eia_exact
807,gen-807,54912,STG1,Martinez Refining_STG1,eia_exact
808,gen-808,54931,WGN1,Ridgetop_WGN1,eia_exact
809,gen-809,54936,3,Richard J Donovan Correctional Facility_3,eia_exact
810,gen-810,54951,EG1,Monterey One Water_EG1,eia_exact
811,gen-811,54951,EG2,Monterey One Water_EG2,eia_exact
812,gen-812,54951,EG3,Monterey One Water_EG3,eia_exact
813,gen-813,54996,4100,Salton Sea Power Gen Co - Unit 4_4100,eia_exact
814,gen-814,55084,GE1,Crockett Cogen Project_GE1,eia_exact
815,gen-815,55094,UNT1,MM San Diego-Miramar_UNT1,eia_exact
816,gen-816,55094,UNT2,MM San Diego-Miramar_UNT2,eia_exact
817,gen-817,55094,UNT3,MM San Diego-Miramar_UNT3,eia_exact
818,gen-818,55094,UNT4,MM San Diego-Miramar_UNT4,eia_exact
819,gen-819,55112,CT01,Sutter Energy Center_CT01,eia_exact
820,gen-820,55112,CT02,Sutter Energy Center_CT02,eia_exact
821,gen-821,55112,ST01,Sutter Energy Center_ST01,eia_exact
822,gen-822,55151,GEN1,La Paloma Generating Plant_GEN1,eia_exact
823,gen-823,55151,GEN2,La Paloma Generating Plant_GEN2,eia_exact
824,gen-824,55151,GEN3,La Paloma Generating Plant_GEN3,eia_exact
825,gen-825,55151,GEN4,La Paloma Generating Plant_GEN4,eia_exact
826,gen-826,55161,UNT1,MM Lopez Energy_UNT1,eia_exact
827,gen-827,55182,STG,Sunrise Power LLC_STG,eia_exact
828,gen-828,55182,X718,Sunrise Power LLC_X718,eia_exact
829,gen-829,55182,X719,Sunrise Power LLC_X719,eia_exact
830,gen-830,55184,UN-A,Aera San Ardo Cogen Facility_UN-A,eia_exact
831,gen-831,55184,UN-B,Aera San Ardo Cogen Facility_UN-B,eia_exact
832,gen-832,55217,CTG1,Los Medanos Energy Center_CTG1,eia_exact
833,gen-833,55217,CTG2,Los Medanos Energy Center_CTG2,eia_exact
834,gen-834,55217,STG3,Los Medanos Energy Center_STG3,eia_exact
835,gen-835,55295,CT1,Blythe Energy Inc_CT1,eia_exact
836,gen-836,55295,CT2,Blythe Energy Inc_CT2,eia_exact
837,gen-837,55295,ST1,Blythe Energy Inc_ST1,eia_exact
838,gen-838,55345,44927,Otay Mesa Generating Project_1-Jan,eia_excel_repair
839,gen-839,55345,44928,Otay Mesa Generating Project_2-Jan,eia_excel_repair
840,gen-840,55345,44929,Otay Mesa Generating Project_3-Jan,eia_excel_repair
841,gen-841,55393,CTG1,Metcalf Energy Center_CTG1,eia_exact
842,gen-842,55393,CTG2,Metcalf Energy Center_CTG2,eia_exact
843,gen-843,55393,STG1,Metcalf Energy Center_STG1,eia_exact
844,gen-844,55396,WGNS,Green Power I_WGNS,eia_exact
845,gen-845,55400,CTG1,Elk Hills Power LLC_CTG1,eia_exact
846,gen-846,55400,CTG2,Elk Hills Power LLC_CTG2,eia_exact
847,gen-847,55400,STG,Elk Hills Power LLC_STG,eia_exact
848,gen-848,55499,CPP1,CalPeak Power Vaca Dixon Peaker Plant_CPP1,eia_exact
849,gen-849,55508,CPP2,CalPeak Power Panoche Peaker Plant_CPP2,eia_exact
850,gen-850,55510,CPP4,CalPeak Power Border Peaker Plant_CPP4,eia_exact
851,gen-851,55513,CPP7,CalPeak Power Enterprise Peaker Plant_CPP7,eia_exact
852,gen-852,55518,CTG1,High Desert Power Plant_CTG1,eia_exact
853,gen-853,55518,CTG2,High Desert Power Plant_CTG2,eia_exact
854,gen-854,55518,CTG3,High Desert Power Plant_CTG3,eia_exact
855,gen-855,55518,STG1,High Desert Power Plant_STG1,eia_exact
856,gen-856,55538,CTG1,Escondido Energy Center_CTG1,eia_exact
857,gen-857,55540,GEN1,Chula Vista Energy Center_GEN1,eia_exact
858,gen-858,55541,CTG1,Indigo Energy Facility_CTG1,eia_exact
859,gen-859,55541,CTG2,Indigo Energy Facility_CTG2,eia_exact
860,gen-860,55541,CTG3,Indigo Energy Facility_CTG3,eia_exact
861,gen-861,55542,CTG1,Larkspur Energy Facility_CTG1,eia_exact
862,gen-862,55542,CTG2,Larkspur Energy Facility_CTG2,eia_exact
863,gen-863,55557,T101,Wilmington Hydrogen Plant_T101,eia_exact
864,gen-864,55602,UNT1,North City - Landfill Gas Engines South_UNT1,eia_exact
865,gen-865,55602,UNT2,North City - Landfill Gas Engines South_UNT2,eia_exact
866,gen-866,55602,UNT3,North City - Landfill Gas Engines South_UNT3,eia_exact
867,gen-867,55602,UNT4,North City - Landfill Gas Engines South_UNT4,eia_exact
868,gen-868,55603,UNT1,Tajiguas Plant_UNT1,eia_exact
869,gen-869,55625,CT1,Creed Energy Center_CT1,eia_exact
870,gen-870,55626,CT1,Lambie Energy Center_CT1,eia_exact
871,gen-871,55627,CT1,Goose Haven Energy Center_CT1,eia_exact
872,gen-872,55656,CT01,Pastoria Energy Facility LLC_CT01,eia_exact
873,gen-873,55656,CT02,Pastoria Energy Facility LLC_CT02,eia_exact
874,gen-874,55656,CT04,Pastoria Energy Facility LLC_CT04,eia_exact
875,gen-875,55656,ST03,Pastoria Energy Facility LLC_ST03,eia_exact
876,gen-876,55656,ST05,Pastoria Energy Facility LLC_ST05,eia_exact
