row_index,new_name,PlantCode,plant_name,plant_type,group_index,cc_unit_code,cc_configuration
378,Mojave Siphon_1,7072,Mojave Siphon,HydroPowerPlant,1,,
379,Mojave Siphon_2,7072,Mojave Siphon,HydroPowerPlant,2,,
380,Mojave Siphon_3,7072,Mojave Siphon,HydroPowerPlant,3,,
381,Thermalito Diverson Dam_TD1,7129,Thermalito Diverson Dam,HydroPowerPlant,1,,
382,Mill Creek 3_3,7147,Mill Creek 3,HydroPowerPlant,1,,
383,Mill Creek 3_4,7147,Mill Creek 3,HydroPowerPlant,2,,
384,Mill Creek 3_5,7147,Mill Creek 3,HydroPowerPlant,3,,
385,Stony Gorge_1,7151,Stony Gorge,HydroPowerPlant,1,,
386,Stony Gorge_2,7151,Stony Gorge,HydroPowerPlant,2,,
387,Whiskeytown_1,7189,Whiskeytown,HydroPowerPlant,1,,
388,Santa Clara Cogen_1,7232,Santa Clara Cogen,ThermalPowerPlant,1,,
389,Santa Clara Cogen_2,7232,Santa Clara Cogen,ThermalPowerPlant,2,,
390,Woodland_2,7266,Woodland,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
391,Woodland_3,7266,Woodland,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
392,Woodland_3A,7266,Woodland,ThermalPowerPlant,1,,
393,Woodland_3B,7266,Woodland,ThermalPowerPlant,2,,
394,Woodland_3C,7266,Woodland,ThermalPowerPlant,3,,
395,Woodland_3D,7266,Woodland,ThermalPowerPlant,4,,
396,Woodland_3E,7266,Woodland,ThermalPowerPlant,5,,
397,Woodland_3F,7266,Woodland,ThermalPowerPlant,6,,
398,Woodland_NA1,7266,Woodland,ThermalPowerPlant,7,,
399,Redding Power_1,7307,Redding Power,ThermalPowerPlant,1,,
400,Redding Power_2,7307,Redding Power,ThermalPowerPlant,2,,
401,Redding Power_3,7307,Redding Power,ThermalPowerPlant,3,,
402,Redding Power_4,7307,Redding Power,CombinedCycleBlock,1,101,DoubleCombustionOneSteam
403,Redding Power_5,7307,Redding Power,CombinedCycleBlock,1,101,DoubleCombustionOneSteam
404,Redding Power_6,7307,Redding Power,CombinedCycleBlock,1,101,DoubleCombustionOneSteam
405,Grizzly_NA1,7338,Grizzly,HydroPowerPlant,1,,
406,Geothermal 1_1,7368,Geothermal 1,ThermalPowerPlant,1,,
407,Geothermal 1_2,7368,Geothermal 1,ThermalPowerPlant,2,,
408,Vernon_JH1,7436,Vernon,ThermalPowerPlant,1,,
409,Vernon_JH2,7436,Vernon,ThermalPowerPlant,2,,
410,Vernon_JH3,7436,Vernon,ThermalPowerPlant,3,,
411,Vernon_JH4,7436,Vernon,ThermalPowerPlant,4,,
412,Vernon_JH5,7436,Vernon,ThermalPowerPlant,5,,
413,Combustion Turbine Project No 2_NA1,7449,Combustion Turbine Project No 2,ThermalPowerPlant,1,,
414,Alameda_1,7450,Alameda,ThermalPowerPlant,1,,
415,Alameda_2,7450,Alameda,ThermalPowerPlant,2,,
416,Deadwood Creek_1,7507,Deadwood Creek,HydroPowerPlant,1,,
417,Solano Wind_1,7526,Solano Wind,RenewablePowerPlant,1,,
418,Solano Wind_2,7526,Solano Wind,RenewablePowerPlant,2,,
419,Solano Wind_2B,7526,Solano Wind,RenewablePowerPlant,3,,
420,Solano Wind_3,7526,Solano Wind,RenewablePowerPlant,4,,
421,SCA Cogen 2_CCST,7551,SCA Cogen 2,CombinedCycleBlock,1,CCC1,DoubleCombustionOneSteam
422,SCA Cogen 2_CT1A,7551,SCA Cogen 2,CombinedCycleBlock,1,CCC1,DoubleCombustionOneSteam
423,SCA Cogen 2_CT1B,7551,SCA Cogen 2,CombinedCycleBlock,1,CCC1,DoubleCombustionOneSteam
424,SCA Cogen 2_CT1C,7551,SCA Cogen 2,ThermalPowerPlant,1,,
425,SPA Cogen 3_CCCT,7552,SPA Cogen 3,CombinedCycleBlock,1,CCC1,SeparateShaftCombustionSteam
426,SPA Cogen 3_CCST,7552,SPA Cogen 3,CombinedCycleBlock,1,CCC1,SeparateShaftCombustionSteam
427,Rockwood_1,7824,Rockwood,ThermalPowerPlant,1,,
428,Rockwood_2,7824,Rockwood,ThermalPowerPlant,2,,
429,Pine Flat_1,7907,Pine Flat,HydroPowerPlant,1,,
430,Pine Flat_2,7907,Pine Flat,HydroPowerPlant,2,,
431,Pine Flat_3,7907,Pine Flat,HydroPowerPlant,3,,
432,Kern Canyon_1,7911,Kern Canyon,HydroPowerPlant,1,,
433,Diamond Valley Lake_10,7942,Diamond Valley Lake,HydroPowerPlant,1,,
434,Diamond Valley Lake_11,7942,Diamond Valley Lake,HydroPowerPlant,2,,
435,Diamond Valley Lake_12,7942,Diamond Valley Lake,HydroPowerPlant,3,,
436,Diamond Valley Lake_2,7942,Diamond Valley Lake,HydroPowerPlant,4,,
437,Diamond Valley Lake_3,7942,Diamond Valley Lake,HydroPowerPlant,5,,
438,Diamond Valley Lake_4,7942,Diamond Valley Lake,HydroPowerPlant,6,,
439,Diamond Valley Lake_6,7942,Diamond Valley Lake,HydroPowerPlant,7,,
440,Diamond Valley Lake_7,7942,Diamond Valley Lake,HydroPowerPlant,8,,
441,Diamond Valley Lake_8,7942,Diamond Valley Lake,HydroPowerPlant,9,,
442,Lake One_L1,7987,Lake One,ThermalPowerPlant,1,,
443,Ellwood_1,8076,Ellwood,ThermalPowerPlant,1,,
444,Dinosaur Point_WTGS,10005,Dinosaur Point,RenewablePowerPlant,1,,
445,Encina Water Pollution Control_EG10,10026,Encina Water Pollution Control,ThermalPowerPlant,1,,
446,Encina Water Pollution Control_EG20,10026,Encina Water Pollution Control,ThermalPowerPlant,2,,
447,Encina Water Pollution Control_EG30,10026,Encina Water Pollution Control,ThermalPowerPlant,3,,
448,Encina Water Pollution Control_EG40,10026,Encina Water Pollution Control,ThermalPowerPlant,4,,
449,Gilroy Power Plant_GEN1,10034,Gilroy Power Plant,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
450,Gilroy Power Plant_GEN2,10034,Gilroy Power Plant,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
451,Kaweah Delta District Hospital_KDHT1,10042,Kaweah Delta District Hospital,ThermalPowerPlant,1,,
452,Fairhaven Power_GEN1,10052,Fairhaven Power,ThermalPowerPlant,1,,
453,Total Energy Facilities_G2,10091,Total Energy Facilities,CombinedCycleBlock,1,CC1,TripleCombustionOneSteam
454,Total Energy Facilities_G3,10091,Total Energy Facilities,CombinedCycleBlock,1,CC1,TripleCombustionOneSteam
455,Total Energy Facilities_GEN1,10091,Total Energy Facilities,CombinedCycleBlock,1,CC1,TripleCombustionOneSteam
456,Total Energy Facilities_GEN4,10091,Total Energy Facilities,CombinedCycleBlock,1,CC1,TripleCombustionOneSteam
457,Frito-Lay Cogen Plant_GEN1,10110,Frito-Lay Cogen Plant,ThermalPowerPlant,1,,
458,Grossmont Hospital_GEN3,10115,Grossmont Hospital,ThermalPowerPlant,1,,
459,Gosselin Hydro Plant_GEN1,10128,Gosselin Hydro Plant,HydroPowerPlant,1,,
460,Gosselin Hydro Plant_GEN2,10128,Gosselin Hydro Plant,HydroPowerPlant,2,,
461,Isabella Hydro Project_GEN1,10139,Isabella Hydro Project,HydroPowerPlant,1,,
462,Isabella Hydro Project_GEN2,10139,Isabella Hydro Project,HydroPowerPlant,2,,
463,Sierra Pacific Lincoln Facility_GEN4,10144,Sierra Pacific Lincoln Facility,ThermalPowerPlant,1,,
464,Carson Cogeneration_GEN1,10169,Carson Cogeneration,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
465,Carson Cogeneration_GEN2,10169,Carson Cogeneration,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
466,Childrens Hospital_1711,10175,Childrens Hospital,ThermalPowerPlant,1,,
467,Childrens Hospital_5083,10175,Childrens Hospital,ThermalPowerPlant,2,,
468,Childrens Hospital_5084,10175,Childrens Hospital,ThermalPowerPlant,3,,
469,Childrens Hospital_5085,10175,Childrens Hospital,ThermalPowerPlant,4,,
470,Tehachapi Wind Resource I_EXIS,10191,Tehachapi Wind Resource I,RenewablePowerPlant,1,,
471,Loma Linda University Cogen_GEN1,10206,Loma Linda University Cogen,ThermalPowerPlant,1,,
472,Loma Linda University Cogen_GEN2,10206,Loma Linda University Cogen,ThermalPowerPlant,2,,
473,El Segundo Cogen_GEN1,10213,El Segundo Cogen,CombinedCycleBlock,1,CC1,Other
474,El Segundo Cogen_GEN2,10213,El Segundo Cogen,CombinedCycleBlock,1,CC1,Other
475,El Segundo Cogen_GEN5,10213,El Segundo Cogen,CombinedCycleBlock,1,CC1,Other
476,El Segundo Cogen_GEN6,10213,El Segundo Cogen,CombinedCycleBlock,1,CC1,Other
477,El Segundo Cogen_GEN7,10213,El Segundo Cogen,CombinedCycleBlock,1,CC1,Other
478,El Segundo Cogen_GEN8,10213,El Segundo Cogen,CombinedCycleBlock,1,CC1,Other
479,Big Valley Power LLC_IS27,10288,Big Valley Power LLC,ThermalPowerPlant,1,,
480,King City Power Plant_GTG,10294,King City Power Plant,CombinedCycleBlock,1,CC01,SeparateShaftCombustionSteam
481,King City Power Plant_STG,10294,King City Power Plant,CombinedCycleBlock,1,CC01,SeparateShaftCombustionSteam
482,Desert View Power_GEN1,10300,Desert View Power,ThermalPowerPlant,1,,
483,Greenleaf 2 Power Plant_GEN1,10349,Greenleaf 2 Power Plant,ThermalPowerPlant,1,,
484,Sycamore Energy LLC_1A,10387,Sycamore Energy LLC,ThermalPowerPlant,1,,
485,Sycamore Energy LLC_2A,10387,Sycamore Energy LLC,ThermalPowerPlant,2,,
486,Sycamore Energy LLC_3,10387,Sycamore Energy LLC,ThermalPowerPlant,3,,
487,Kingsburg Cogen_GEN1,10405,Kingsburg Cogen,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
488,Kingsburg Cogen_GEN2,10405,Kingsburg Cogen,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
489,New-Indy Ontario Mill_GEN2,10427,New-Indy Ontario Mill,ThermalPowerPlant,1,,
490,New-Indy Ontario Mill_GEN3,10427,New-Indy Ontario Mill,ThermalPowerPlant,2,,
491,Sunray 2_SUN2,10437,Sunray 2,RenewablePowerPlant,1,,
492,Sunray 3_SUN3,10438,Sunray 3,RenewablePowerPlant,1,,
493,SEGS III_GEN1,10439,SEGS III,RenewablePowerPlant,1,,
494,SEGS IV_GEN1,10440,SEGS IV,RenewablePowerPlant,1,,
495,SEGS V_GEN1,10441,SEGS V,RenewablePowerPlant,1,,
496,SEGS VI_GEN1,10442,SEGS VI,RenewablePowerPlant,1,,
497,SEGS VII_GEN1,10443,SEGS VII,RenewablePowerPlant,1,,
498,SEGS VIII_GEN1,10444,SEGS VIII,RenewablePowerPlant,1,,
499,SEGS IX_GEN1,10446,SEGS IX,RenewablePowerPlant,1,,
500,Muck Valley Hydroelectric_GEN1,10458,Muck Valley Hydroelectric,HydroPowerPlant,1,,
501,Puente Hills Energy Recovery_GEN1,10472,Puente Hills Energy Recovery,ThermalPowerPlant,1,,
502,Ples I_T101,10479,Ples I,ThermalPowerPlant,1,,
503,Ples I_T102,10479,Ples I,ThermalPowerPlant,2,,
504,Ples I_T103,10479,Ples I,ThermalPowerPlant,3,,
505,Mammoth Pacific I_GEN1,10480,Mammoth Pacific I,ThermalPowerPlant,1,,
506,Mammoth Pacific I_GEN2,10480,Mammoth Pacific I,ThermalPowerPlant,2,,
507,Mammoth Pacific II_1,10481,Mammoth Pacific II,ThermalPowerPlant,1,,
508,Mammoth Pacific II_2,10481,Mammoth Pacific II,ThermalPowerPlant,2,,
509,Mammoth Pacific II_3,10481,Mammoth Pacific II,ThermalPowerPlant,3,,
510,Kern River Cogeneration_GTAG,10496,Kern River Cogeneration,ThermalPowerPlant,1,,
511,Kern River Cogeneration_GTBG,10496,Kern River Cogeneration,ThermalPowerPlant,2,,
512,Kern River Cogeneration_GTCG,10496,Kern River Cogeneration,ThermalPowerPlant,3,,
513,Kern River Cogeneration_GTDG,10496,Kern River Cogeneration,ThermalPowerPlant,4,,
514,Mid-Set Cogeneration_K100,10501,Mid-Set Cogeneration,ThermalPowerPlant,1,,
515,San Jose Cogeneration_GEN1,10548,San Jose Cogeneration,ThermalPowerPlant,1,,
516,Cameron Ridge LLC_EXIS,10586,Cameron Ridge LLC,RenewablePowerPlant,1,,
517,Ridgetop Energy LLC_WGN1,10597,Ridgetop Energy LLC,RenewablePowerPlant,1,,
518,Tesoro Wilmington Calciner_GEN1,10601,Tesoro Wilmington Calciner,ThermalPowerPlant,1,,
519,Civic Center_GEN1,10623,Civic Center,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
520,Civic Center_GEN2,10623,Civic Center,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
521,CE Leathers_GEN1,10631,CE Leathers,ThermalPowerPlant,1,,
522,Del Ranch Company_GEN1,10632,Del Ranch Company,ThermalPowerPlant,1,,
523,Elmore Company_GEN1,10634,Elmore Company,ThermalPowerPlant,1,,
524,Collins Pine Project_GEN4,10661,Collins Pine Project,ThermalPowerPlant,1,,
525,CES Placerita Power Plant_UNT2,10677,CES Placerita Power Plant,CombinedCycleBlock,1,CESP,SeparateShaftCombustionSteam
526,CES Placerita Power Plant_UNT3,10677,CES Placerita Power Plant,CombinedCycleBlock,1,CESP,SeparateShaftCombustionSteam
527,Argus Cogen Plant_TG8,10684,Argus Cogen Plant,ThermalPowerPlant,1,,
528,Argus Cogen Plant_TG9,10684,Argus Cogen Plant,ThermalPowerPlant,2,,
529,Westend Facility_PINA,10685,Westend Facility,ThermalPowerPlant,1,,
530,Lost Creek I_GEN1,10708,Lost Creek I,HydroPowerPlant,1,,
531,Ponderosa Bailey Creek_GEN1,10709,Ponderosa Bailey Creek,HydroPowerPlant,1,,
532,Karen Avenue Wind Farm_WND,10718,Karen Avenue Wind Farm,RenewablePowerPlant,1,,
533,Marina Landfill Gas_U1C06,10748,Marina Landfill Gas,ThermalPowerPlant,1,,
534,Marina Landfill Gas_U2J02,10748,Marina Landfill Gas,ThermalPowerPlant,2,,
535,Marina Landfill Gas_U3J17,10748,Marina Landfill Gas,ThermalPowerPlant,3,,
536,Marina Landfill Gas_U4J16,10748,Marina Landfill Gas,ThermalPowerPlant,4,,
537,Salton Sea Power Gen Co - Unit 3_GEN1,10759,Salton Sea Power Gen Co - Unit 3,ThermalPowerPlant,1,,
538,Geo East Mesa III_GBU,10763,Geo East Mesa III,ThermalPowerPlant,1,,
539,Geo East Mesa III_GEN1,10763,Geo East Mesa III,ThermalPowerPlant,2,,
540,Blue Lake Power LLC_GEN1,10764,Blue Lake Power LLC,ThermalPowerPlant,1,,
541,Rio Bravo Fresno_GEN1,10767,Rio Bravo Fresno,ThermalPowerPlant,1,,
542,E F Oxnard Energy Facility_GTG,10776,E F Oxnard Energy Facility,ThermalPowerPlant,1,,
543,HL Power_GEN1,10777,HL Power,ThermalPowerPlant,1,,
544,Woodland Biomass Power Ltd_GEN1,10836,Woodland Biomass Power Ltd,ThermalPowerPlant,1,,
545,Covanta Mendota_GEN1,10837,Covanta Mendota,ThermalPowerPlant,1,,
546,Covanta Delano Energy_GEN1,10840,Covanta Delano Energy,ThermalPowerPlant,1,,
547,Covanta Delano Energy_GEN2,10840,Covanta Delano Energy,ThermalPowerPlant,2,,
548,Coso Finance Partners_GEN1,10873,Coso Finance Partners,ThermalPowerPlant,1,,
549,Coso Finance Partners_GEN2,10873,Coso Finance Partners,ThermalPowerPlant,2,,
550,Coso Finance Partners_GEN3,10873,Coso Finance Partners,ThermalPowerPlant,3,,
551,Coso Power Developers_GEN4,10874,Coso Power Developers,ThermalPowerPlant,1,,
552,Coso Power Developers_GEN5,10874,Coso Power Developers,ThermalPowerPlant,2,,
553,Coso Power Developers_GEN6,10874,Coso Power Developers,ThermalPowerPlant,3,,
554,Coso Energy Developers_GEN7,10875,Coso Energy Developers,ThermalPowerPlant,1,,
555,Coso Energy Developers_GEN8,10875,Coso Energy Developers,ThermalPowerPlant,2,,
556,Coso Energy Developers_GEN9,10875,Coso Energy Developers,ThermalPowerPlant,3,,
557,Bidwell Ditch Project_GEN1,10880,Bidwell Ditch Project,HydroPowerPlant,1,,
558,Olive View Medical Center_CTC1,10884,Olive View Medical Center,ThermalPowerPlant,1,,
559,Olive View Medical Center_CTC2,10884,Olive View Medical Center,ThermalPowerPlant,2,,
560,Chalk Cliff Limited_GEN1,50003,Chalk Cliff Limited,ThermalPowerPlant,1,,
561,Rio Bravo Hydro Project_UNT2,50037,Rio Bravo Hydro Project,HydroPowerPlant,1,,
562,Humboldt Sawmill Company_GEN1,50049,Humboldt Sawmill Company,ThermalPowerPlant,1,,
563,Humboldt Sawmill Company_GEN2,50049,Humboldt Sawmill Company,ThermalPowerPlant,2,,
564,Humboldt Sawmill Company_GEN3,50049,Humboldt Sawmill Company,ThermalPowerPlant,3,,
565,San Diego State University_GEN2,50061,San Diego State University,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
566,San Diego State University_GEN3,50061,San Diego State University,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
567,San Diego State University_GEN4,50061,San Diego State University,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
568,San Diego State University_GEN5,50061,San Diego State University,RenewablePowerPlant,1,,
569,San Diego State University_GEN6,50061,San Diego State University,RenewablePowerPlant,2,,
570,San Diego State University_GEN7,50061,San Diego State University,RenewablePowerPlant,3,,
571,San Diego State University_GEN8,50061,San Diego State University,RenewablePowerPlant,4,,
572,Santa Felicia Dam_UNT1,50076,Santa Felicia Dam,HydroPowerPlant,1,,
573,Santa Felicia Dam_UNT2,50076,Santa Felicia Dam,HydroPowerPlant,2,,
574,Univ of San Francisco Cogen_S-17,50089,Univ of San Francisco Cogen,ThermalPowerPlant,1,,
575,US Borax_GEN1,50115,US Borax,ThermalPowerPlant,1,,
576,Phillips 66 Rodeo Refinery_GENA,50119,Phillips 66 Rodeo Refinery,ThermalPowerPlant,1,,
577,Phillips 66 Rodeo Refinery_GENB,50119,Phillips 66 Rodeo Refinery,ThermalPowerPlant,2,,
578,Phillips 66 Rodeo Refinery_GENC,50119,Phillips 66 Rodeo Refinery,ThermalPowerPlant,3,,
579,Coalinga Cogeneration_K100,50131,Coalinga Cogeneration,ThermalPowerPlant,1,,
580,Sycamore Cogeneration_GTAG,50134,Sycamore Cogeneration,ThermalPowerPlant,1,,
581,Sycamore Cogeneration_GTBG,50134,Sycamore Cogeneration,ThermalPowerPlant,2,,
582,Sycamore Cogeneration_GTCG,50134,Sycamore Cogeneration,ThermalPowerPlant,3,,
583,Sycamore Cogeneration_GTDG,50134,Sycamore Cogeneration,ThermalPowerPlant,4,,
584,R E Badger Filtration Plant_1,50147,R E Badger Filtration Plant,HydroPowerPlant,1,,
585,Bear Creek_GEN1,50156,Bear Creek,HydroPowerPlant,1,,
586,Berry Cogen_GEN1,50170,Berry Cogen,ThermalPowerPlant,1,,
587,Box Canyon Dam_GEN1,50179,Box Canyon Dam,HydroPowerPlant,1,,
588,Box Canyon Dam_GEN2,50179,Box Canyon Dam,HydroPowerPlant,2,,
589,Olsen_GEN1,50180,Olsen,HydroPowerPlant,1,,
590,B Braun Medical_GEN1,50200,B Braun Medical,ThermalPowerPlant,1,,
591,B Braun Medical_GEN2,50200,B Braun Medical,ThermalPowerPlant,2,,
592,Vulcan-BN Geothermal Power Company_GEN1,50210,Vulcan-BN Geothermal Power Company,ThermalPowerPlant,1,,
593,Vulcan-BN Geothermal Power Company_GEN2,50210,Vulcan-BN Geothermal Power Company,ThermalPowerPlant,2,,
594,Watson Cogeneration_GN91,50216,Watson Cogeneration,CombinedCycleBlock,1,CC1,Other
595,Watson Cogeneration_GN92,50216,Watson Cogeneration,CombinedCycleBlock,1,CC1,Other
596,Watson Cogeneration_GN93,50216,Watson Cogeneration,CombinedCycleBlock,1,CC1,Other
597,Watson Cogeneration_GN94,50216,Watson Cogeneration,CombinedCycleBlock,1,CC1,Other
598,Watson Cogeneration_GN95,50216,Watson Cogeneration,CombinedCycleBlock,1,CC1,Other
599,Watson Cogeneration_GN96,50216,Watson Cogeneration,CombinedCycleBlock,1,CC1,Other
600,Woodward Power Plant_U1,50218,Woodward Power Plant,HydroPowerPlant,1,,
601,Nelson Creek_1296,50223,Nelson Creek,HydroPowerPlant,1,,
602,Oxnard Wastewater Treatment Plant_7610,50224,Oxnard Wastewater Treatment Plant,ThermalPowerPlant,1,,
603,Oxnard Wastewater Treatment Plant_7710,50224,Oxnard Wastewater Treatment Plant,ThermalPowerPlant,2,,
604,Oxnard Wastewater Treatment Plant_7810,50224,Oxnard Wastewater Treatment Plant,ThermalPowerPlant,3,,
605,San Antonio Regional Hospital_2074,50234,San Antonio Regional Hospital,ThermalPowerPlant,1,,
606,San Antonio Regional Hospital_2075,50234,San Antonio Regional Hospital,ThermalPowerPlant,2,,
607,San Antonio Regional Hospital_2076,50234,San Antonio Regional Hospital,ThermalPowerPlant,3,,
608,Wintec Energy Ltd_EXIS,50276,Wintec Energy Ltd,RenewablePowerPlant,1,,
609,San Gorgonio Farms Wind Farm_WGEN,50281,San Gorgonio Farms Wind Farm,RenewablePowerPlant,1,,
610,Wadham Energy LP_GEN1,50293,Wadham Energy LP,ThermalPowerPlant,1,,
611,VESI Pomona_BESS1,50300,VESI Pomona,RenewablePowerPlant,1,,
612,Mesquite Lake Energy Park Plant 2_L313,50363,Mesquite Lake Energy Park Plant 2,ThermalPowerPlant,1,,
613,East Portal Generator_GEN1,50375,East Portal Generator,HydroPowerPlant,1,,
614,Windland_WING,50386,Windland,RenewablePowerPlant,1,,
615,Phillips 66 Carbon Plant_GEN1,50388,Phillips 66 Carbon Plant,ThermalPowerPlant,1,,
616,Friant Hydro Facility_FR1,50393,Friant Hydro Facility,HydroPowerPlant,1,,
617,Friant Hydro Facility_M1,50393,Friant Hydro Facility,HydroPowerPlant,2,,
618,Friant Hydro Facility_RO1,50393,Friant Hydro Facility,HydroPowerPlant,3,,
619,Friant Hydro Facility_RO2,50393,Friant Hydro Facility,HydroPowerPlant,4,,
620,Sand Bar Power Plant_GEN1,50400,Sand Bar Power Plant,HydroPowerPlant,1,,
621,Oxnard_GEN1,50464,Oxnard,ThermalPowerPlant,1,,
622,Oxnard_GEN2,50464,Oxnard,ThermalPowerPlant,2,,
623,Altech III_GEN1,50485,Altech III,RenewablePowerPlant,1,,
624,Altech III_GEN2,50485,Altech III,RenewablePowerPlant,2,,
625,Gas Utilization Facility_1,50492,Gas Utilization Facility,ThermalPowerPlant,1,,
626,Gas Utilization Facility_2,50492,Gas Utilization Facility,ThermalPowerPlant,2,,
627,Gas Utilization Facility_3,50492,Gas Utilization Facility,HydroPowerPlant,3,,
628,Double C Generation Limited Partnership_DC1,50493,Double C Generation Limited Partnership,ThermalPowerPlant,1,,
629,Double C Generation Limited Partnership_DC2,50493,Double C Generation Limited Partnership,ThermalPowerPlant,2,,
630,Kern Front Limited_KF1,50494,Kern Front Limited,ThermalPowerPlant,1,,
631,Kern Front Limited_KF2,50494,Kern Front Limited,ThermalPowerPlant,2,,
632,High Sierra Limited_HS1,50495,High Sierra Limited,ThermalPowerPlant,1,,
633,High Sierra Limited_HS2,50495,High Sierra Limited,ThermalPowerPlant,2,,
634,Equilon Los Angeles Refining_GEN1,50530,Equilon Los Angeles Refining,ThermalPowerPlant,1,,
635,Equilon Los Angeles Refining_GEN2,50530,Equilon Los Angeles Refining,ThermalPowerPlant,2,,
636,Equilon Los Angeles Refining_GEN3,50530,Equilon Los Angeles Refining,ThermalPowerPlant,3,,
637,Victory Garden (Tehachapi)_15SLE,50532,Victory Garden (Tehachapi),RenewablePowerPlant,1,,
638,Victory Garden (Tehachapi)_WGNS,50532,Victory Garden (Tehachapi),RenewablePowerPlant,2,,
639,Mesa Wind Power Corp_WGNS,50535,Mesa Wind Power Corp,RenewablePowerPlant,1,,
640,Sky River LLC_WGNS,50536,Sky River LLC,RenewablePowerPlant,1,,
641,SRI International Cogen Project_GEN1,50537,SRI International Cogen Project,ThermalPowerPlant,1,,
642,BP Carson Refinery_GEN2,50540,BP Carson Refinery,ThermalPowerPlant,1,,
643,Harbor Cogen_GEN1,50541,Harbor Cogen,CombinedCycleBlock,1,HCCC,Other
644,Harbor Cogen_ST1,50541,Harbor Cogen,CombinedCycleBlock,1,HCCC,Other
645,Harbor Cogen_ST2,50541,Harbor Cogen,CombinedCycleBlock,1,HCCC,Other
646,GPS Cabazon Wind LLC_WGNS,50552,GPS Cabazon Wind LLC,RenewablePowerPlant,1,,
647,Edom Hills Project 1 LLC_1,50553,Edom Hills Project 1 LLC,RenewablePowerPlant,1,,
648,Pacific-Ultrapower Chinese Station_GEN1,50560,Pacific-Ultrapower Chinese Station,ThermalPowerPlant,1,,
649,Altamont Gas Recovery_GEN1,50571,Altamont Gas Recovery,ThermalPowerPlant,1,,
650,Altamont Gas Recovery_GEN2,50571,Altamont Gas Recovery,ThermalPowerPlant,2,,
651,Saint Johns Health Center_1,50610,Saint Johns Health Center,ThermalPowerPlant,1,,
652,McKittrick Limited_GEN1,50612,McKittrick Limited,ThermalPowerPlant,1,,
653,Berry Cogen Tanne Hills 18_GEN1,50622,Berry Cogen Tanne Hills 18,ThermalPowerPlant,1,,
654,Berry Cogen Tanne Hills 18_GEN2,50622,Berry Cogen Tanne Hills 18,ThermalPowerPlant,2,,
655,Gaviota Oil Plant_GENA,50623,Gaviota Oil Plant,ThermalPowerPlant,1,,
656,Gaviota Oil Plant_GENB,50623,Gaviota Oil Plant,ThermalPowerPlant,2,,
657,Gaviota Oil Plant_GENC,50623,Gaviota Oil Plant,ThermalPowerPlant,3,,
658,Gaviota Oil Plant_GEND,50623,Gaviota Oil Plant,ThermalPowerPlant,4,,
659,Torrance Refining Company LLC_EXP1,50624,"Torrance Refining Company, LLC",ThermalPowerPlant,1,,
660,Torrance Refining Company LLC_GTG1,50624,"Torrance Refining Company, LLC",ThermalPowerPlant,2,,
661,Torrance Refining Company LLC_STG1,50624,"Torrance Refining Company, LLC",ThermalPowerPlant,3,,
662,Covanta Stanislaus Energy_GEN1,50632,Covanta Stanislaus Energy,ThermalPowerPlant,1,,
663,Municipal Cogen Plant_GEN1A,50674,Municipal Cogen Plant,ThermalPowerPlant,1,,
664,San Gorgonio Westwinds II LLC_GEN1,50690,San Gorgonio Westwinds II LLC,RenewablePowerPlant,1,,
665,Plant No 1 Orange County_GEN1,50696,Plant No 1 Orange County,ThermalPowerPlant,1,,
666,Plant No 1 Orange County_GEN2,50696,Plant No 1 Orange County,ThermalPowerPlant,2,,
667,Plant No 1 Orange County_GEN3,50696,Plant No 1 Orange County,ThermalPowerPlant,3,,
668,Agnews Power Plant_GEN1,50748,Agnews Power Plant,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
669,Agnews Power Plant_GEN2,50748,Agnews Power Plant,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
670,Coalinga Cogeneration Facility_GEN1,50750,Coalinga Cogeneration Facility,ThermalPowerPlant,1,,
671,Coalinga Cogeneration Facility_GEN2,50750,Coalinga Cogeneration Facility,ThermalPowerPlant,2,,
672,Southeast Kern River Cogen_GTG1,50751,Southeast Kern River Cogen,ThermalPowerPlant,1,,
673,Southeast Kern River Cogen_GTG2,50751,Southeast Kern River Cogen,ThermalPowerPlant,2,,
674,Southeast Kern River Cogen_GTG3,50751,Southeast Kern River Cogen,ThermalPowerPlant,3,,
675,South Belridge Cogeneration Facility_GEN1,50752,South Belridge Cogeneration Facility,ThermalPowerPlant,1,,
676,South Belridge Cogeneration Facility_GEN2,50752,South Belridge Cogeneration Facility,ThermalPowerPlant,2,,
